Abuse001_x264: [('Fighting', 0.30537155), ('Shooting', 0.18349612), ('Vandalism', 0.17987147), ('Normal Videos', 0.1674006), ('Arson', 0.16227728), ('Arrest', 0.12186389), ('Explosion', 0.11755353), ('Accident', 0.09152554), ('Abuse', 0.08819868), ('Stealing', 0.08510065), ('Burglary', 0.08301012), ('Robbery', 0.07686375), ('Assault', 0.072600104), ('Shoplifting', 0.047343165)]
Arrest017_x264: [('Burglary', 0.26897386), ('Fighting', 0.26165125), ('Accident', 0.25989276), ('Robbery', 0.258853), ('Vandalism', 0.25748658), ('Shooting', 0.2504566), ('Normal Videos', 0.2424423), ('Stealing', 0.22173363), ('Assault', 0.2102333), ('Arrest', 0.19944233), ('Shoplifting', 0.18898177), ('Arson', 0.18731001), ('Abuse', 0.18658248), ('Explosion', 0.18483317)]
Arrest018_x264: [('Vandalism', 0.40346628), ('Robbery', 0.29331452), ('Burglary', 0.26917297), ('Stealing', 0.26796836), ('Shoplifting', 0.26714516), ('Arson', 0.26122922), ('Fighting', 0.23600554), ('Shooting', 0.21897078), ('Arrest', 0.20464578), ('Accident', 0.20234975), ('Normal Videos', 0.18651131), ('Explosion', 0.1805845), ('Abuse', 0.15682766), ('Assault', 0.1476728)]
Arrest019_x264: [('Vandalism', 0.3717289), ('Fighting', 0.34742314), ('Robbery', 0.3417363), ('Burglary', 0.31519276), ('Arrest', 0.30361047), ('Shoplifting', 0.2858949), ('Stealing', 0.27661756), ('Assault', 0.27456862), ('Shooting', 0.26770157), ('Explosion', 0.26299423), ('Arson', 0.24534452), ('Accident', 0.22650287), ('Abuse', 0.2199124), ('Normal Videos', 0.20878834)]
Arrest020_x264: [('Vandalism', 0.38194203), ('Robbery', 0.3124156), ('Burglary', 0.31010178), ('Arrest', 0.29381287), ('Shoplifting', 0.27427423), ('Normal Videos', 0.26958543), ('Stealing', 0.25823614), ('Fighting', 0.25617602), ('Shooting', 0.24857791), ('Accident', 0.22253859), ('Assault', 0.21998137), ('Arson', 0.2052793), ('Abuse', 0.1777919), ('Explosion', 0.17762432)]
Arrest021_x264: [('Arrest', 0.32329208), ('Vandalism', 0.2664883), ('Robbery', 0.25337625), ('Burglary', 0.24863231), ('Fighting', 0.24832521), ('Shooting', 0.22173788), ('Stealing', 0.21594955), ('Accident', 0.21588556), ('Normal Videos', 0.20840797), ('Abuse', 0.20017213), ('Shoplifting', 0.19794378), ('Assault', 0.17622015), ('Arson', 0.14861938), ('Explosion', 0.13641499)]
Arrest022_x264: [('Burglary', 0.47442976), ('Robbery', 0.4511175), ('Vandalism', 0.42992416), ('Shoplifting', 0.4125003), ('Stealing', 0.39656153), ('Assault', 0.37287766), ('Shooting', 0.34455508), ('Arrest', 0.3349937), ('Fighting', 0.29758674), ('Normal Videos', 0.2627149), ('Explosion', 0.2578134), ('Accident', 0.25525412), ('Arson', 0.2528143), ('Abuse', 0.22010098)]
Arrest023_x264: [('Vandalism', 0.41719073), ('Robbery', 0.3945855), ('Burglary', 0.3921527), ('Fighting', 0.36397314), ('Shooting', 0.35696036), ('Stealing', 0.34882355), ('Shoplifting', 0.33793563), ('Assault', 0.33464077), ('Arson', 0.3026252), ('Abuse', 0.2907352), ('Accident', 0.28269196), ('Explosion', 0.27978718), ('Arrest', 0.26378855), ('Normal Videos', 0.2602034)]
Arrest024_x264: [('Accident', 0.32540292), ('Vandalism', 0.32068765), ('Shooting', 0.31100824), ('Fighting', 0.29155934), ('Assault', 0.28306687), ('Abuse', 0.2761719), ('Robbery', 0.2711309), ('Burglary', 0.23734485), ('Stealing', 0.21496525), ('Normal Videos', 0.19406722), ('Shoplifting', 0.18948002), ('Explosion', 0.18770058), ('Arson', 0.18711825), ('Arrest', 0.17555684)]
Arrest025_x264: [('Vandalism', 0.38678297), ('Arrest', 0.3839903), ('Fighting', 0.38181227), ('Assault', 0.38049698), ('Robbery', 0.3657266), ('Burglary', 0.35150248), ('Shoplifting', 0.31655288), ('Shooting', 0.30433413), ('Stealing', 0.30081642), ('Arson', 0.28192344), ('Explosion', 0.27971452), ('Abuse', 0.2505574), ('Accident', 0.24744993), ('Normal Videos', 0.17377488)]
Arrest026_x264: [('Assault', 0.3391059), ('Arrest', 0.32987112), ('Abuse', 0.3265798), ('Fighting', 0.3089674), ('Vandalism', 0.30024007), ('Accident', 0.30011123), ('Robbery', 0.28829575), ('Shooting', 0.27794105), ('Burglary', 0.2727144), ('Stealing', 0.24711993), ('Shoplifting', 0.22519104), ('Arson', 0.18649516), ('Explosion', 0.17462173), ('Normal Videos', 0.13376614)]
Arrest027_x264: [('Vandalism', 0.34639105), ('Fighting', 0.29604602), ('Robbery', 0.261718), ('Burglary', 0.25899577), ('Arrest', 0.2549949), ('Assault', 0.23876941), ('Stealing', 0.22985889), ('Shoplifting', 0.22941251), ('Accident', 0.22316767), ('Explosion', 0.22091278), ('Arson', 0.2135702), ('Abuse', 0.21002822), ('Normal Videos', 0.1861429), ('Shooting', 0.18540649)]
Arrest028_x264: [('Arrest', 0.34633428), ('Shooting', 0.25622088), ('Normal Videos', 0.21152386), ('Assault', 0.2005919), ('Burglary', 0.19238389), ('Robbery', 0.18438888), ('Accident', 0.1740826), ('Fighting', 0.16012761), ('Explosion', 0.1548829), ('Vandalism', 0.15398413), ('Arson', 0.12520021), ('Shoplifting', 0.12415248), ('Stealing', 0.118958995), ('Abuse', 0.11875895)]
Arrest029_x264: [('Vandalism', 0.42048675), ('Arrest', 0.35488862), ('Robbery', 0.34863022), ('Shooting', 0.34102172), ('Burglary', 0.32674086), ('Stealing', 0.31052107), ('Fighting', 0.29813665), ('Assault', 0.2838647), ('Accident', 0.2808789), ('Abuse', 0.27923703), ('Explosion', 0.26579773), ('Shoplifting', 0.25349864), ('Arson', 0.22675267), ('Normal Videos', 0.21210358)]
Arrest030_x264: [('Burglary', 0.4442374), ('Robbery', 0.41270572), ('Shoplifting', 0.40681365), ('Stealing', 0.3706907), ('Assault', 0.3511838), ('Vandalism', 0.3457319), ('Shooting', 0.30275255), ('Arrest', 0.29930112), ('Fighting', 0.25087202), ('Abuse', 0.24893317), ('Normal Videos', 0.24247468), ('Explosion', 0.22018628), ('Accident', 0.21783248), ('Arson', 0.21032935)]
Arrest031_x264: [('Vandalism', 0.34011087), ('Burglary', 0.3202709), ('Robbery', 0.31232548), ('Shooting', 0.28785148), ('Normal Videos', 0.28710926), ('Arrest', 0.27012402), ('Shoplifting', 0.2608844), ('Stealing', 0.26024842), ('Fighting', 0.25431228), ('Arson', 0.23442991), ('Explosion', 0.18560386), ('Abuse', 0.16281691), ('Accident', 0.14706369), ('Assault', 0.139764)]
Arrest032_x264: [('Vandalism', 0.46925882), ('Arrest', 0.41391802), ('Robbery', 0.39940405), ('Assault', 0.3928662), ('Fighting', 0.3883109), ('Burglary', 0.3828182), ('Abuse', 0.36091176), ('Shooting', 0.35695222), ('Stealing', 0.3501305), ('Shoplifting', 0.33022276), ('Explosion', 0.31275105), ('Arson', 0.27946985), ('Accident', 0.26720595), ('Normal Videos', 0.22026913)]
Arrest033_x264: [('Arrest', 0.3685639), ('Vandalism', 0.33973515), ('Burglary', 0.28914094), ('Robbery', 0.28368106), ('Shooting', 0.2449109), ('Stealing', 0.24163964), ('Accident', 0.24161291), ('Shoplifting', 0.23251265), ('Abuse', 0.23190661), ('Fighting', 0.21275848), ('Assault', 0.21130311), ('Normal Videos', 0.19764645), ('Arson', 0.16667064), ('Explosion', 0.15062606)]
Arrest034_x264: [('Vandalism', 0.2570527), ('Fighting', 0.17591232), ('Normal Videos', 0.16539541), ('Stealing', 0.14660394), ('Burglary', 0.14502655), ('Shooting', 0.13831663), ('Shoplifting', 0.13462302), ('Robbery', 0.1253435), ('Assault', 0.116773576), ('Arrest', 0.113930225), ('Accident', 0.112965584), ('Abuse', 0.10587679), ('Arson', 0.099575445), ('Explosion', 0.077978715)]
Arrest035_x264: [('Shoplifting', 0.43006474), ('Robbery', 0.41809165), ('Burglary', 0.41264462), ('Stealing', 0.37363195), ('Shooting', 0.31350273), ('Arrest', 0.29853982), ('Normal Videos', 0.26558822), ('Vandalism', 0.26258272), ('Assault', 0.19521907), ('Fighting', 0.17761299), ('Abuse', 0.13832259), ('Arson', 0.13447425), ('Accident', 0.12106162), ('Explosion', 0.12023486)]
Arrest036_x264: [('Arrest', 0.2960325), ('Fighting', 0.27329072), ('Robbery', 0.25041497), ('Burglary', 0.23530853), ('Vandalism', 0.23295236), ('Shooting', 0.22431335), ('Shoplifting', 0.21622851), ('Stealing', 0.21436545), ('Assault', 0.18769893), ('Accident', 0.18274812), ('Abuse', 0.15546215), ('Normal Videos', 0.13338801), ('Arson', 0.110844746), ('Explosion', 0.087782755)]
Arrest037_x264: [('Vandalism', 0.43628833), ('Assault', 0.3962171), ('Robbery', 0.38904068), ('Burglary', 0.3841331), ('Shoplifting', 0.34634185), ('Stealing', 0.34395313), ('Shooting', 0.34039807), ('Fighting', 0.30641854), ('Arrest', 0.2992866), ('Abuse', 0.26591867), ('Accident', 0.25880638), ('Arson', 0.24831064), ('Explosion', 0.2296671), ('Normal Videos', 0.20781201)]
Arrest038_x264: [('Shooting', 0.33534306), ('Burglary', 0.32580146), ('Arrest', 0.2942574), ('Normal Videos', 0.28744292), ('Fighting', 0.27629882), ('Robbery', 0.2726501), ('Vandalism', 0.27114034), ('Stealing', 0.2542777), ('Shoplifting', 0.23974803), ('Arson', 0.21620572), ('Assault', 0.18974106), ('Accident', 0.18574947), ('Explosion', 0.16751526), ('Abuse', 0.12421814)]
Arrest039_x264: [('Shooting', 0.33593017), ('Vandalism', 0.3279362), ('Burglary', 0.30300656), ('Arrest', 0.3025691), ('Fighting', 0.30201125), ('Robbery', 0.25909534), ('Normal Videos', 0.25350392), ('Accident', 0.24777842), ('Stealing', 0.23660344), ('Assault', 0.22378981), ('Arson', 0.21992709), ('Shoplifting', 0.20812583), ('Explosion', 0.2014089), ('Abuse', 0.19627176)]
Arrest040_x264: [('Burglary', 0.2776318), ('Vandalism', 0.25746894), ('Shoplifting', 0.2383807), ('Robbery', 0.22359166), ('Stealing', 0.20703612), ('Normal Videos', 0.17947005), ('Arson', 0.1660476), ('Shooting', 0.16453348), ('Arrest', 0.14288649), ('Explosion', 0.13268647), ('Accident', 0.12242924), ('Fighting', 0.1202598), ('Abuse', 0.06329625), ('Assault', 0.06267193)]
Arrest041_x264: [('Burglary', 0.3649739), ('Robbery', 0.3381697), ('Shoplifting', 0.30580184), ('Vandalism', 0.2925877), ('Stealing', 0.2912474), ('Shooting', 0.21489564), ('Arrest', 0.20908827), ('Fighting', 0.19308609), ('Normal Videos', 0.18731573), ('Assault', 0.18559971), ('Abuse', 0.14751832), ('Accident', 0.1448807), ('Arson', 0.14482084), ('Explosion', 0.12655532)]
Arrest042_x264: [('Shooting', 0.30574277), ('Vandalism', 0.3013277), ('Normal Videos', 0.27487072), ('Explosion', 0.24404952), ('Burglary', 0.23932311), ('Arson', 0.23493281), ('Fighting', 0.22342218), ('Accident', 0.21470514), ('Robbery', 0.21442534), ('Arrest', 0.21279903), ('Stealing', 0.1875891), ('Assault', 0.1857711), ('Shoplifting', 0.1669771), ('Abuse', 0.08211174)]
Arrest043_x264: [('Burglary', 0.41549197), ('Robbery', 0.3981023), ('Vandalism', 0.38619447), ('Shoplifting', 0.38514084), ('Stealing', 0.37288773), ('Assault', 0.30364326), ('Arrest', 0.29995617), ('Shooting', 0.27755234), ('Abuse', 0.24520633), ('Accident', 0.23804836), ('Arson', 0.21864188), ('Fighting', 0.2068947), ('Normal Videos', 0.19529909), ('Explosion', 0.18722752)]
Arrest044_x264: [('Burglary', 0.38803667), ('Robbery', 0.3309906), ('Vandalism', 0.31230137), ('Stealing', 0.30450386), ('Arrest', 0.30263492), ('Shoplifting', 0.28231546), ('Fighting', 0.25845087), ('Assault', 0.251069), ('Arson', 0.22389843), ('Explosion', 0.22082753), ('Shooting', 0.21983066), ('Abuse', 0.20740366), ('Normal Videos', 0.20157632), ('Accident', 0.17665985)]
Arrest046_x264: [('Arrest', 0.37162364), ('Shooting', 0.2652914), ('Accident', 0.26218286), ('Burglary', 0.2583545), ('Robbery', 0.25477415), ('Fighting', 0.25389916), ('Vandalism', 0.24639015), ('Stealing', 0.2251572), ('Normal Videos', 0.22288182), ('Assault', 0.20797576), ('Shoplifting', 0.19743177), ('Abuse', 0.18918021), ('Arson', 0.15424664), ('Explosion', 0.11679056)]
Arrest047_x264: [('Vandalism', 0.32178128), ('Shoplifting', 0.29172647), ('Robbery', 0.2807312), ('Burglary', 0.27657413), ('Stealing', 0.2701702), ('Arson', 0.20942588), ('Fighting', 0.20850077), ('Arrest', 0.20135128), ('Shooting', 0.1797251), ('Normal Videos', 0.17907405), ('Accident', 0.16131726), ('Explosion', 0.15607348), ('Assault', 0.14324708), ('Abuse', 0.10525073)]
Arrest048_x264: [('Burglary', 0.35701013), ('Robbery', 0.3554351), ('Shoplifting', 0.3411014), ('Stealing', 0.3212), ('Arrest', 0.3084679), ('Vandalism', 0.30235803), ('Normal Videos', 0.30133253), ('Fighting', 0.25791073), ('Shooting', 0.24397497), ('Assault', 0.20832466), ('Abuse', 0.18102464), ('Arson', 0.17992736), ('Accident', 0.1778882), ('Explosion', 0.1546727)]
Arrest049_x264: [('Vandalism', 0.2962122), ('Burglary', 0.29232672), ('Robbery', 0.29093266), ('Arrest', 0.28777343), ('Shooting', 0.24365652), ('Stealing', 0.23948038), ('Accident', 0.23836981), ('Shoplifting', 0.23416188), ('Normal Videos', 0.21440887), ('Fighting', 0.1960012), ('Assault', 0.19044958), ('Abuse', 0.17157474), ('Arson', 0.15433115), ('Explosion', 0.12511244)]
Arrest050_x264: [('Vandalism', 0.30119765), ('Normal Videos', 0.25050345), ('Burglary', 0.24022189), ('Robbery', 0.2319223), ('Stealing', 0.22449842), ('Shoplifting', 0.21230985), ('Shooting', 0.21027449), ('Accident', 0.19330552), ('Fighting', 0.18041229), ('Arrest', 0.18026616), ('Arson', 0.13816066), ('Assault', 0.13703851), ('Abuse', 0.11809837), ('Explosion', 0.07854044)]
Arrest051_x264: [('Vandalism', 0.316303), ('Fighting', 0.28996816), ('Robbery', 0.2121787), ('Accident', 0.2085386), ('Shoplifting', 0.19950208), ('Stealing', 0.19705212), ('Burglary', 0.19668023), ('Normal Videos', 0.19408715), ('Shooting', 0.18611881), ('Arson', 0.17229292), ('Assault', 0.1579974), ('Arrest', 0.15160841), ('Abuse', 0.13462436), ('Explosion', 0.13335955)]
Arson001_x264: [('Vandalism', 0.3311551), ('Burglary', 0.28418678), ('Robbery', 0.2622754), ('Arrest', 0.26108986), ('Stealing', 0.21349385), ('Shooting', 0.20822892), ('Shoplifting', 0.20595607), ('Arson', 0.20390946), ('Fighting', 0.19731699), ('Normal Videos', 0.19211864), ('Explosion', 0.17316312), ('Assault', 0.16862316), ('Abuse', 0.15759529), ('Accident', 0.14500523)]
Arson002_x264: [('Vandalism', 0.29196212), ('Burglary', 0.20814171), ('Arson', 0.20713472), ('Arrest', 0.19198906), ('Robbery', 0.1896959), ('Fighting', 0.18786165), ('Stealing', 0.17581747), ('Normal Videos', 0.17540193), ('Accident', 0.16812082), ('Shoplifting', 0.16467372), ('Shooting', 0.16441894), ('Abuse', 0.16101885), ('Assault', 0.15656596), ('Explosion', 0.1423321)]
Arson003_x264: [('Burglary', 0.510851), ('Robbery', 0.47052294), ('Shoplifting', 0.4227046), ('Stealing', 0.41910195), ('Vandalism', 0.3829241), ('Shooting', 0.3528931), ('Arrest', 0.33184415), ('Normal Videos', 0.3183645), ('Arson', 0.29370788), ('Fighting', 0.2631781), ('Assault', 0.23047972), ('Accident', 0.19679639), ('Explosion', 0.19592544), ('Abuse', 0.18641841)]
Arson005_x264: [('Vandalism', 0.38330323), ('Arson', 0.34461582), ('Burglary', 0.3046121), ('Explosion', 0.28662422), ('Shooting', 0.28659153), ('Fighting', 0.2738477), ('Robbery', 0.26113456), ('Stealing', 0.2450523), ('Arrest', 0.2401152), ('Normal Videos', 0.23848303), ('Shoplifting', 0.23088053), ('Assault', 0.20003122), ('Abuse', 0.18552536), ('Accident', 0.18479994)]
Arson006_x264: [('Vandalism', 0.3475675), ('Burglary', 0.3250547), ('Robbery', 0.30787534), ('Arrest', 0.2966387), ('Shooting', 0.28411007), ('Arson', 0.27538744), ('Fighting', 0.25426733), ('Stealing', 0.25047028), ('Normal Videos', 0.24106364), ('Shoplifting', 0.2175237), ('Abuse', 0.21426368), ('Explosion', 0.20949192), ('Assault', 0.198539), ('Accident', 0.13814697)]
Arson007_x264: [('Burglary', 0.29903787), ('Normal Videos', 0.26973444), ('Robbery', 0.26385772), ('Shoplifting', 0.242987), ('Vandalism', 0.23920698), ('Stealing', 0.23527902), ('Arrest', 0.20365453), ('Shooting', 0.17737803), ('Arson', 0.15430054), ('Assault', 0.13428994), ('Accident', 0.13403982), ('Fighting', 0.13185585), ('Abuse', 0.12939264), ('Explosion', 0.093230754)]
Arson008_x264: [('Burglary', 0.4832697), ('Robbery', 0.44124866), ('Stealing', 0.39288896), ('Shoplifting', 0.39055237), ('Shooting', 0.37871012), ('Arrest', 0.35923195), ('Vandalism', 0.3295368), ('Normal Videos', 0.29205716), ('Arson', 0.26258433), ('Assault', 0.25136906), ('Fighting', 0.23732439), ('Accident', 0.22549048), ('Abuse', 0.20896739), ('Explosion', 0.1972737)]
Arson009_x264: [('Burglary', 0.40139267), ('Vandalism', 0.3531571), ('Robbery', 0.34302926), ('Shoplifting', 0.33277565), ('Normal Videos', 0.31276947), ('Arrest', 0.30177757), ('Stealing', 0.29863617), ('Shooting', 0.26701766), ('Arson', 0.2424936), ('Explosion', 0.20630512), ('Fighting', 0.18626665), ('Accident', 0.18132311), ('Assault', 0.17081262), ('Abuse', 0.118454024)]
Arson010_x264: [('Vandalism', 0.4165735), ('Robbery', 0.36828306), ('Burglary', 0.34629494), ('Arrest', 0.32744706), ('Shoplifting', 0.30325347), ('Stealing', 0.2799893), ('Assault', 0.26634294), ('Accident', 0.25524077), ('Shooting', 0.24611454), ('Fighting', 0.21806923), ('Abuse', 0.21594496), ('Arson', 0.21193558), ('Explosion', 0.18573065), ('Normal Videos', 0.16621862)]
Arson011_x264: [('Arrest', 0.27597713), ('Shooting', 0.27445138), ('Vandalism', 0.2718742), ('Explosion', 0.23341629), ('Burglary', 0.22454566), ('Normal Videos', 0.22195286), ('Accident', 0.20921713), ('Arson', 0.20350076), ('Robbery', 0.20041071), ('Abuse', 0.18243124), ('Assault', 0.17599656), ('Stealing', 0.1512398), ('Fighting', 0.14948112), ('Shoplifting', 0.13700081)]
Arson012_x264: [('Vandalism', 0.3205244), ('Burglary', 0.28658277), ('Robbery', 0.27291542), ('Shoplifting', 0.26597056), ('Accident', 0.23802716), ('Normal Videos', 0.2309971), ('Stealing', 0.2272942), ('Arson', 0.22572729), ('Shooting', 0.20199883), ('Arrest', 0.19975048), ('Explosion', 0.18393421), ('Fighting', 0.1729988), ('Abuse', 0.16150057), ('Assault', 0.14628291)]
Arson013_x264: [('Normal Videos', 0.26901108), ('Vandalism', 0.23728585), ('Shooting', 0.20205918), ('Accident', 0.19959688), ('Burglary', 0.19612004), ('Robbery', 0.19156495), ('Fighting', 0.18061975), ('Arson', 0.1748683), ('Stealing', 0.16473058), ('Assault', 0.1554345), ('Shoplifting', 0.1488055), ('Explosion', 0.14735171), ('Arrest', 0.13488647), ('Abuse', 0.087589614)]
Arson014_x264: [('Vandalism', 0.25667104), ('Accident', 0.20843104), ('Robbery', 0.20326252), ('Normal Videos', 0.19830011), ('Burglary', 0.19749975), ('Stealing', 0.17143814), ('Shooting', 0.17005397), ('Shoplifting', 0.15657932), ('Fighting', 0.1378039), ('Assault', 0.121440336), ('Arson', 0.11720732), ('Abuse', 0.1103666), ('Explosion', 0.088682026), ('Arrest', 0.06277549)]
Arson015_x264: [('Vandalism', 0.42063162), ('Burglary', 0.3226424), ('Robbery', 0.29958546), ('Shooting', 0.29602396), ('Assault', 0.2952669), ('Abuse', 0.28695396), ('Arrest', 0.28357896), ('Explosion', 0.27763036), ('Stealing', 0.27297297), ('Arson', 0.26452893), ('Shoplifting', 0.25501797), ('Accident', 0.23412248), ('Fighting', 0.22780947), ('Normal Videos', 0.18917108)]
Arson016_x264: [('Arson', 0.2979545), ('Accident', 0.2943842), ('Vandalism', 0.28944996), ('Explosion', 0.27145314), ('Fighting', 0.22414523), ('Arrest', 0.21173896), ('Shooting', 0.20793936), ('Robbery', 0.15018591), ('Abuse', 0.14788714), ('Burglary', 0.14476362), ('Normal Videos', 0.12773277), ('Assault', 0.12140149), ('Shoplifting', 0.119227834), ('Stealing', 0.11590111)]
Arson017_x264: [('Vandalism', 0.34089231), ('Accident', 0.22415325), ('Normal Videos', 0.22119096), ('Shooting', 0.2199862), ('Fighting', 0.21871062), ('Arson', 0.21571957), ('Burglary', 0.21551278), ('Robbery', 0.21056107), ('Explosion', 0.20143746), ('Arrest', 0.18631795), ('Assault', 0.17675647), ('Stealing', 0.17551625), ('Abuse', 0.16414914), ('Shoplifting', 0.15224446)]
Arson018_x264: [('Burglary', 0.35977426), ('Normal Videos', 0.34695914), ('Robbery', 0.31146413), ('Vandalism', 0.27494347), ('Arrest', 0.27417564), ('Shoplifting', 0.27367944), ('Shooting', 0.27028576), ('Stealing', 0.26960224), ('Arson', 0.24621019), ('Accident', 0.21140416), ('Fighting', 0.1940395), ('Assault', 0.1931343), ('Explosion', 0.1762043), ('Abuse', 0.13486525)]
Arson019_x264: [('Vandalism', 0.26684025), ('Normal Videos', 0.24335176), ('Burglary', 0.24328198), ('Robbery', 0.21554151), ('Stealing', 0.19810125), ('Shooting', 0.19170058), ('Accident', 0.19073841), ('Shoplifting', 0.18969199), ('Fighting', 0.18762822), ('Arrest', 0.17884389), ('Abuse', 0.16648117), ('Arson', 0.16596021), ('Assault', 0.16101535), ('Explosion', 0.10051795)]
Arson020_x264: [('Burglary', 0.39702004), ('Robbery', 0.3331478), ('Shoplifting', 0.30618572), ('Stealing', 0.3041317), ('Vandalism', 0.29723886), ('Normal Videos', 0.27057153), ('Arrest', 0.24597925), ('Shooting', 0.24514088), ('Fighting', 0.24157085), ('Arson', 0.23943791), ('Accident', 0.2194308), ('Assault', 0.21574995), ('Explosion', 0.17334522), ('Abuse', 0.14511259)]
Arson021_x264: [('Vandalism', 0.31138235), ('Normal Videos', 0.2886298), ('Shooting', 0.2504716), ('Robbery', 0.24320513), ('Burglary', 0.24143332), ('Arrest', 0.22943608), ('Assault', 0.20855436), ('Fighting', 0.20542651), ('Shoplifting', 0.1996781), ('Stealing', 0.19854212), ('Arson', 0.18574367), ('Accident', 0.18334635), ('Abuse', 0.16251603), ('Explosion', 0.13885576)]
