Abuse001_x264: [('Fighting', 0.2473864), ('Assault', 0.24733552), ('Abuse', 0.22662574), ('Explosion', 0.2183716), ('Burglary', 0.21833363), ('Arrest', 0.19959828), ('Vandalism', 0.19219466), ('Robbery', 0.18040663), ('Normal_Videos_', 0.1694072), ('Arson', 0.15237531), ('RoadAccidents', 0.1517644), ('Shooting', 0.14273702), ('Stealing', 0.13822368), ('Shoplifting', 0.11471912)]
Arrest029_x264: [('Arrest', 0.43704507), ('Assault', 0.35997644), ('Abuse', 0.30618602), ('Robbery', 0.30170077), ('Burglary', 0.29861134), ('RoadAccidents', 0.27988422), ('Vandalism', 0.23337755), ('Fighting', 0.21001744), ('Stealing', 0.206166), ('Shoplifting', 0.19244403), ('Explosion', 0.18083024), ('Arson', 0.16295126), ('Normal_Videos_', 0.15890782), ('Shooting', 0.12438208)]
Arrest030_x264: [('Arrest', 0.42928934), ('Burglary', 0.42658272), ('Robbery', 0.3870378), ('RoadAccidents', 0.35435337), ('Vandalism', 0.34649503), ('Shoplifting', 0.33812052), ('Assault', 0.32610372), ('Stealing', 0.2922197), ('Abuse', 0.28835797), ('Arson', 0.28511912), ('Explosion', 0.2602439), ('Normal_Videos_', 0.20992897), ('Fighting', 0.19739366), ('Shooting', 0.19593757)]
Arrest031_x264: [('RoadAccidents', 0.30752835), ('Shoplifting', 0.28780645), ('Burglary', 0.28107896), ('Arrest', 0.27843225), ('Robbery', 0.2690857), ('Vandalism', 0.23942591), ('Normal_Videos_', 0.21420053), ('Abuse', 0.21375138), ('Stealing', 0.20962809), ('Assault', 0.19992627), ('Explosion', 0.1930398), ('Arson', 0.19126359), ('Fighting', 0.16142039), ('Shooting', 0.14930454)]
Arrest032_x264: [('Arrest', 0.4022249), ('Assault', 0.30389285), ('Fighting', 0.27730656), ('RoadAccidents', 0.26814777), ('Burglary', 0.257685), ('Shoplifting', 0.23062423), ('Robbery', 0.22843622), ('Vandalism', 0.22174454), ('Shooting', 0.19958785), ('Stealing', 0.19823256), ('Abuse', 0.19125979), ('Explosion', 0.17827824), ('Normal_Videos_', 0.1725783), ('Arson', 0.14021754)]
Arrest033_x264: [('Arrest', 0.4233243), ('Burglary', 0.3236875), ('Assault', 0.29655161), ('RoadAccidents', 0.28870034), ('Robbery', 0.26498783), ('Shoplifting', 0.24452189), ('Fighting', 0.2435593), ('Abuse', 0.22512943), ('Vandalism', 0.22451666), ('Stealing', 0.21650214), ('Explosion', 0.21231912), ('Normal_Videos_', 0.1798594), ('Arson', 0.1774629), ('Shooting', 0.17327288)]
Arrest034_x264: [('RoadAccidents', 0.422886), ('Arrest', 0.38825947), ('Robbery', 0.30013776), ('Burglary', 0.29923218), ('Assault', 0.29491705), ('Vandalism', 0.28365338), ('Shoplifting', 0.26249805), ('Abuse', 0.26000082), ('Explosion', 0.23755088), ('Stealing', 0.23093756), ('Shooting', 0.21448724), ('Arson', 0.21360528), ('Normal_Videos_', 0.21287602), ('Fighting', 0.2024845)]
Arrest035_x264: [('Arrest', 0.40808055), ('Assault', 0.3881497), ('Burglary', 0.35822457), ('Robbery', 0.35421684), ('RoadAccidents', 0.29963496), ('Abuse', 0.28347725), ('Vandalism', 0.2735406), ('Shoplifting', 0.26598167), ('Fighting', 0.2382348), ('Stealing', 0.21538469), ('Arson', 0.18753186), ('Shooting', 0.1864632), ('Explosion', 0.16298571), ('Normal_Videos_', 0.1581856)]
Arrest036_x264: [('Arrest', 0.39604187), ('Assault', 0.3923415), ('Abuse', 0.36622083), ('Burglary', 0.34536678), ('Vandalism', 0.31577787), ('Fighting', 0.31093216), ('Robbery', 0.2918111), ('Shoplifting', 0.27692372), ('Stealing', 0.27423257), ('Normal_Videos_', 0.2503469), ('RoadAccidents', 0.24667934), ('Arson', 0.24324492), ('Explosion', 0.24312061), ('Shooting', 0.21459152)]
Arrest037_x264: [('RoadAccidents', 0.4658624), ('Arrest', 0.42960402), ('Burglary', 0.35648984), ('Assault', 0.3472982), ('Vandalism', 0.3413633), ('Robbery', 0.33145335), ('Abuse', 0.2895411), ('Arson', 0.28128886), ('Explosion', 0.2693569), ('Shoplifting', 0.26931158), ('Shooting', 0.26864165), ('Stealing', 0.23789686), ('Normal_Videos_', 0.23058644), ('Fighting', 0.22749762)]
Arrest038_x264: [('Arrest', 0.4370874), ('RoadAccidents', 0.3236031), ('Assault', 0.3223282), ('Burglary', 0.28620023), ('Robbery', 0.27794355), ('Shooting', 0.26834434), ('Vandalism', 0.2491095), ('Fighting', 0.24578443), ('Explosion', 0.22762927), ('Abuse', 0.22328824), ('Normal_Videos_', 0.22255363), ('Shoplifting', 0.21093915), ('Arson', 0.2050044), ('Stealing', 0.17916036)]
Arrest039_x264: [('Arrest', 0.4258875), ('Assault', 0.32881594), ('RoadAccidents', 0.308989), ('Robbery', 0.30879655), ('Burglary', 0.29062495), ('Shooting', 0.28379282), ('Explosion', 0.27840835), ('Abuse', 0.26728055), ('Arson', 0.24250077), ('Vandalism', 0.24170326), ('Normal_Videos_', 0.22244151), ('Fighting', 0.22102326), ('Stealing', 0.19778058), ('Shoplifting', 0.18758097)]
Arrest040_x264: [('RoadAccidents', 0.42612824), ('Arrest', 0.37676308), ('Burglary', 0.26999223), ('Robbery', 0.2661844), ('Assault', 0.25034446), ('Explosion', 0.24277283), ('Shoplifting', 0.23886275), ('Shooting', 0.23203605), ('Stealing', 0.225149), ('Vandalism', 0.22360806), ('Normal_Videos_', 0.2046247), ('Fighting', 0.19095364), ('Arson', 0.18757352), ('Abuse', 0.1853179)]
Arrest041_x264: [('Arrest', 0.3808534), ('Assault', 0.33161435), ('RoadAccidents', 0.31710535), ('Burglary', 0.3146342), ('Shooting', 0.29447648), ('Robbery', 0.2883826), ('Explosion', 0.28068236), ('Arson', 0.27038237), ('Vandalism', 0.2648842), ('Fighting', 0.24503057), ('Abuse', 0.2449038), ('Shoplifting', 0.22412753), ('Normal_Videos_', 0.2171488), ('Stealing', 0.20013167)]
Arrest042_x264: [('Arrest', 0.41679704), ('RoadAccidents', 0.4138543), ('Assault', 0.32092208), ('Shooting', 0.31379378), ('Burglary', 0.29925045), ('Robbery', 0.2797016), ('Vandalism', 0.2695065), ('Explosion', 0.26494533), ('Abuse', 0.25023353), ('Shoplifting', 0.24734527), ('Fighting', 0.24265915), ('Normal_Videos_', 0.21258372), ('Arson', 0.20314959), ('Stealing', 0.19854873)]
Arson001_x264: [('Arson', 0.45302498), ('Explosion', 0.35103592), ('Burglary', 0.3348752), ('RoadAccidents', 0.32015306), ('Robbery', 0.2634966), ('Vandalism', 0.24815434), ('Stealing', 0.215348), ('Shooting', 0.20296143), ('Normal_Videos_', 0.1951341), ('Arrest', 0.18984641), ('Abuse', 0.17805484), ('Shoplifting', 0.17451298), ('Assault', 0.16081879), ('Fighting', 0.15308705)]
Arson002_x264: [('Arson', 0.4430349), ('Explosion', 0.36765248), ('RoadAccidents', 0.27439976), ('Vandalism', 0.26100498), ('Burglary', 0.25335354), ('Robbery', 0.20641261), ('Arrest', 0.20536123), ('Shooting', 0.18849036), ('Stealing', 0.1849166), ('Normal_Videos_', 0.17022213), ('Shoplifting', 0.16822392), ('Abuse', 0.16679043), ('Assault', 0.15010133), ('Fighting', 0.14808078)]
Arson003_x264: [('Arson', 0.49332625), ('Explosion', 0.3682648), ('RoadAccidents', 0.23584035), ('Burglary', 0.22362857), ('Vandalism', 0.22276723), ('Shooting', 0.17998865), ('Robbery', 0.17155288), ('Arrest', 0.14986748), ('Normal_Videos_', 0.1286181), ('Fighting', 0.12856977), ('Abuse', 0.11934047), ('Shoplifting', 0.1141787), ('Stealing', 0.10835315), ('Assault', 0.10549068)]
Arson005_x264: [('Arson', 0.38517094), ('Explosion', 0.36813384), ('RoadAccidents', 0.29492447), ('Vandalism', 0.2011368), ('Arrest', 0.19187608), ('Shooting', 0.18959677), ('Burglary', 0.18459359), ('Robbery', 0.17242831), ('Normal_Videos_', 0.16039117), ('Assault', 0.1394203), ('Stealing', 0.13476273), ('Abuse', 0.119485065), ('Shoplifting', 0.0922631), ('Fighting', 0.09159615)]
Arson006_x264: [('Arson', 0.44833457), ('Explosion', 0.42172515), ('RoadAccidents', 0.24676336), ('Vandalism', 0.24408716), ('Burglary', 0.24057631), ('Arrest', 0.20074892), ('Robbery', 0.18422754), ('Abuse', 0.16776502), ('Shooting', 0.16104136), ('Assault', 0.14935571), ('Fighting', 0.14227766), ('Normal_Videos_', 0.13675666), ('Stealing', 0.10356197), ('Shoplifting', 0.069456995)]
Arson007_x264: [('Arson', 0.43030116), ('Explosion', 0.34177804), ('Burglary', 0.24942175), ('RoadAccidents', 0.24467696), ('Robbery', 0.21611042), ('Vandalism', 0.19688493), ('Shooting', 0.19600698), ('Shoplifting', 0.18299301), ('Stealing', 0.17856513), ('Fighting', 0.17718832), ('Normal_Videos_', 0.15385535), ('Arrest', 0.14116769), ('Assault', 0.13821739), ('Abuse', 0.12990794)]
Arson008_x264: [('Explosion', 0.5211209), ('Arson', 0.49708453), ('RoadAccidents', 0.32553256), ('Vandalism', 0.27746972), ('Burglary', 0.26663697), ('Shooting', 0.21830085), ('Normal_Videos_', 0.21019655), ('Arrest', 0.20024687), ('Assault', 0.18169552), ('Robbery', 0.17207992), ('Abuse', 0.1605205), ('Stealing', 0.14079693), ('Fighting', 0.13367844), ('Shoplifting', 0.12742047)]
Arson009_x264: [('Arson', 0.44229466), ('Explosion', 0.338529), ('Vandalism', 0.324588), ('RoadAccidents', 0.30972677), ('Arrest', 0.2651288), ('Burglary', 0.26189506), ('Robbery', 0.20270851), ('Abuse', 0.1939739), ('Shoplifting', 0.19048402), ('Shooting', 0.18015456), ('Stealing', 0.16616067), ('Assault', 0.16446084), ('Normal_Videos_', 0.15942605), ('Fighting', 0.12972556)]
Arson010_x264: [('RoadAccidents', 0.4078539), ('Arson', 0.35627368), ('Vandalism', 0.35563475), ('Explosion', 0.33143502), ('Burglary', 0.3072092), ('Normal_Videos_', 0.25328833), ('Arrest', 0.24351132), ('Shoplifting', 0.23234867), ('Robbery', 0.23150116), ('Assault', 0.22598676), ('Abuse', 0.2227895), ('Shooting', 0.21065907), ('Stealing', 0.20429808), ('Fighting', 0.15186815)]
Arson011_x264: [('Arson', 0.21774627), ('Explosion', 0.19528808), ('Normal_Videos_', 0.18626419), ('Robbery', 0.13055293), ('Shooting', 0.1218445), ('Burglary', 0.11531614), ('Arrest', 0.08767989), ('Assault', 0.08129539), ('Abuse', 0.07945216), ('Shoplifting', 0.07795596), ('RoadAccidents', 0.054250162), ('Vandalism', 0.035303537), ('Fighting', 0.03269353), ('Stealing', 0.009782758)]
Arson012_x264: [('Arson', 0.4558641), ('Explosion', 0.3586715), ('RoadAccidents', 0.33363104), ('Arrest', 0.21050689), ('Vandalism', 0.20967183), ('Burglary', 0.18399619), ('Shoplifting', 0.16488953), ('Robbery', 0.16421725), ('Stealing', 0.16352694), ('Normal_Videos_', 0.14877906), ('Shooting', 0.13078965), ('Assault', 0.11677469), ('Fighting', 0.11132249), ('Abuse', 0.109119356)]
Arson013_x264: [('Arson', 0.37207633), ('Explosion', 0.3415168), ('RoadAccidents', 0.28715122), ('Burglary', 0.24844514), ('Vandalism', 0.21979061), ('Robbery', 0.21240243), ('Stealing', 0.20047936), ('Arrest', 0.19038066), ('Shooting', 0.17886347), ('Normal_Videos_', 0.16859901), ('Fighting', 0.16272444), ('Shoplifting', 0.15366209), ('Assault', 0.14846228), ('Abuse', 0.12804657)]
Arson014_x264: [('Explosion', 0.45051384), ('Arson', 0.43879825), ('RoadAccidents', 0.38117623), ('Vandalism', 0.29706156), ('Arrest', 0.25147498), ('Normal_Videos_', 0.23745513), ('Robbery', 0.23555337), ('Burglary', 0.23059447), ('Shooting', 0.21146022), ('Abuse', 0.18730442), ('Shoplifting', 0.18442477), ('Stealing', 0.1544109), ('Assault', 0.15141948), ('Fighting', 0.09822976)]
Arson015_x264: [('Arson', 0.44140354), ('Explosion', 0.41333288), ('Burglary', 0.32109073), ('RoadAccidents', 0.29739752), ('Vandalism', 0.26739928), ('Robbery', 0.25274858), ('Arrest', 0.23189819), ('Shooting', 0.2168504), ('Assault', 0.20284699), ('Abuse', 0.20062274), ('Fighting', 0.19252053), ('Shoplifting', 0.18612269), ('Stealing', 0.17650542), ('Normal_Videos_', 0.16742648)]
Arson016_x264: [('Arson', 0.38587514), ('RoadAccidents', 0.33987805), ('Explosion', 0.28964657), ('Arrest', 0.25607997), ('Vandalism', 0.24509048), ('Burglary', 0.20256677), ('Robbery', 0.19949019), ('Stealing', 0.17189604), ('Abuse', 0.17057914), ('Shoplifting', 0.16670997), ('Shooting', 0.16248345), ('Assault', 0.121741004), ('Fighting', 0.10298852), ('Normal_Videos_', 0.096520685)]
Arson017_x264: [('RoadAccidents', 0.3092706), ('Explosion', 0.27922338), ('Arson', 0.25884622), ('Arrest', 0.17464378), ('Normal_Videos_', 0.17165631), ('Vandalism', 0.16495311), ('Burglary', 0.12861073), ('Robbery', 0.12771702), ('Stealing', 0.120435536), ('Shooting', 0.107704714), ('Shoplifting', 0.10522413), ('Abuse', 0.100971326), ('Assault', 0.085013084), ('Fighting', 0.085006624)]
Arson018_x264: [('RoadAccidents', 0.37167662), ('Arson', 0.34649718), ('Explosion', 0.30910712), ('Arrest', 0.24893653), ('Robbery', 0.20746976), ('Vandalism', 0.19817422), ('Shooting', 0.19552632), ('Burglary', 0.18935382), ('Normal_Videos_', 0.15070894), ('Stealing', 0.14840224), ('Abuse', 0.14744264), ('Assault', 0.14564422), ('Shoplifting', 0.10496423), ('Fighting', 0.09950635)]
Arson019_x264: [('Arson', 0.40483904), ('RoadAccidents', 0.37414998), ('Explosion', 0.34372616), ('Arrest', 0.25191328), ('Burglary', 0.23410675), ('Vandalism', 0.21393584), ('Robbery', 0.20987265), ('Shooting', 0.16862692), ('Abuse', 0.15915735), ('Normal_Videos_', 0.1585329), ('Stealing', 0.15619421), ('Shoplifting', 0.1559664), ('Assault', 0.15195072), ('Fighting', 0.1298229)]
Assault001_x264: [('Fighting', 0.4669791), ('Assault', 0.42105436), ('Vandalism', 0.33236542), ('Abuse', 0.31962183), ('Burglary', 0.3053329), ('Arrest', 0.28844872), ('RoadAccidents', 0.28450203), ('Robbery', 0.27296227), ('Explosion', 0.23322962), ('Shooting', 0.2144536), ('Arson', 0.21252748), ('Stealing', 0.19719018), ('Shoplifting', 0.19589952), ('Normal_Videos_', 0.15033889)]
Assault002_x264: [('Explosion', 0.30042216), ('Vandalism', 0.28701723), ('Fighting', 0.2779015), ('Arrest', 0.27576542), ('Assault', 0.27393898), ('Abuse', 0.2692774), ('Burglary', 0.26515165), ('RoadAccidents', 0.2616359), ('Arson', 0.23933496), ('Robbery', 0.23775701), ('Stealing', 0.16834149), ('Shoplifting', 0.16611853), ('Shooting', 0.16549197), ('Normal_Videos_', 0.12434213)]
Assault003_x264: [('Burglary', 0.33636564), ('Assault', 0.3192697), ('Abuse', 0.27811468), ('Robbery', 0.27112275), ('Fighting', 0.26372385), ('RoadAccidents', 0.25972852), ('Arrest', 0.25875527), ('Vandalism', 0.25590697), ('Arson', 0.24038422), ('Explosion', 0.22607465), ('Shoplifting', 0.20637137), ('Shooting', 0.18001342), ('Stealing', 0.17128614), ('Normal_Videos_', 0.1678679)]
Assault004_x264: [('RoadAccidents', 0.46376464), ('Assault', 0.37565738), ('Burglary', 0.34817952), ('Robbery', 0.33599782), ('Vandalism', 0.3292321), ('Fighting', 0.29722044), ('Shooting', 0.28968644), ('Arrest', 0.28160107), ('Arson', 0.2553471), ('Abuse', 0.24397536), ('Shoplifting', 0.23975804), ('Explosion', 0.23284137), ('Stealing', 0.21812576), ('Normal_Videos_', 0.16025342)]
Assault005_x264: [('Assault', 0.42284966), ('Fighting', 0.4041827), ('Burglary', 0.36657405), ('Robbery', 0.3436529), ('Arrest', 0.33048734), ('RoadAccidents', 0.30931428), ('Vandalism', 0.2957855), ('Abuse', 0.29016933), ('Shoplifting', 0.25531682), ('Shooting', 0.25257742), ('Stealing', 0.24784392), ('Explosion', 0.22545528), ('Arson', 0.218537), ('Normal_Videos_', 0.11715428)]
Assault006_x264: [('Assault', 0.45401686), ('Burglary', 0.44796604), ('Arrest', 0.43183717), ('Abuse', 0.39757472), ('Robbery', 0.39071557), ('Vandalism', 0.37754142), ('Shoplifting', 0.33297414), ('Stealing', 0.31913748), ('Fighting', 0.31762922), ('RoadAccidents', 0.2784801), ('Arson', 0.26328272), ('Explosion', 0.24581367), ('Shooting', 0.23930779), ('Normal_Videos_', 0.18133041)]
Assault007_x264: [('Burglary', 0.3019904), ('Vandalism', 0.29302794), ('Explosion', 0.27263373), ('Normal_Videos_', 0.27225807), ('Robbery', 0.27123618), ('RoadAccidents', 0.23830009), ('Fighting', 0.2367977), ('Assault', 0.23494488), ('Arrest', 0.2194828), ('Abuse', 0.21878561), ('Arson', 0.2123088), ('Shoplifting', 0.21136929), ('Stealing', 0.20002782), ('Shooting', 0.19430509)]
Assault008_x264: [('Fighting', 0.36602336), ('Assault', 0.2747169), ('Explosion', 0.26468003), ('Abuse', 0.2563994), ('RoadAccidents', 0.2535993), ('Arrest', 0.22741224), ('Vandalism', 0.22522849), ('Robbery', 0.19473737), ('Burglary', 0.1903824), ('Arson', 0.17600232), ('Shooting', 0.1653469), ('Shoplifting', 0.13085184), ('Stealing', 0.12899637), ('Normal_Videos_', 0.10522157)]
Assault009_x264: [('Fighting', 0.32964787), ('RoadAccidents', 0.29432356), ('Burglary', 0.26373616), ('Abuse', 0.2596833), ('Explosion', 0.25046507), ('Assault', 0.24828929), ('Vandalism', 0.24261552), ('Arrest', 0.21865329), ('Arson', 0.21456558), ('Robbery', 0.20264569), ('Normal_Videos_', 0.18620753), ('Shoplifting', 0.17842004), ('Stealing', 0.16535565), ('Shooting', 0.13618009)]
Assault010_x264: [('Assault', 0.38405985), ('Arrest', 0.3683136), ('Abuse', 0.36720017), ('Burglary', 0.3598925), ('Vandalism', 0.32850593), ('Fighting', 0.32292545), ('RoadAccidents', 0.31058937), ('Robbery', 0.29269382), ('Explosion', 0.26755708), ('Shoplifting', 0.24768917), ('Stealing', 0.24677505), ('Arson', 0.23821896), ('Shooting', 0.23267433), ('Normal_Videos_', 0.1751315)]
Assault011_x264: [('Fighting', 0.35775012), ('Assault', 0.34371614), ('Abuse', 0.2854327), ('Arrest', 0.26946583), ('Burglary', 0.22539514), ('Vandalism', 0.22486663), ('RoadAccidents', 0.21228758), ('Robbery', 0.20261297), ('Explosion', 0.19845459), ('Shooting', 0.18422142), ('Normal_Videos_', 0.15204212), ('Arson', 0.14548105), ('Stealing', 0.14448687), ('Shoplifting', 0.13631067)]
Assault012_x264: [('RoadAccidents', 0.3516299), ('Assault', 0.24042724), ('Fighting', 0.22124895), ('Explosion', 0.20393881), ('Burglary', 0.19372615), ('Arrest', 0.18611372), ('Vandalism', 0.1757544), ('Abuse', 0.16345647), ('Normal_Videos_', 0.15820545), ('Robbery', 0.15392636), ('Shooting', 0.120975465), ('Shoplifting', 0.11571352), ('Stealing', 0.09695802), ('Arson', 0.09495684)]
Assault013_x264: [('Burglary', 0.4242283), ('Robbery', 0.41711485), ('Assault', 0.40989596), ('Abuse', 0.36220673), ('Arrest', 0.35519144), ('RoadAccidents', 0.3511278), ('Vandalism', 0.35027957), ('Shoplifting', 0.34114695), ('Fighting', 0.2876814), ('Stealing', 0.2818948), ('Arson', 0.25087273), ('Explosion', 0.24234162), ('Shooting', 0.2249853), ('Normal_Videos_', 0.1488887)]
Assault014_x264: [('RoadAccidents', 0.43387043), ('Burglary', 0.3424544), ('Assault', 0.32608145), ('Vandalism', 0.3141656), ('Robbery', 0.3089332), ('Abuse', 0.3065582), ('Arrest', 0.28024882), ('Arson', 0.24563959), ('Stealing', 0.24082647), ('Fighting', 0.23669551), ('Shooting', 0.2315375), ('Shoplifting', 0.22846696), ('Explosion', 0.22173455), ('Normal_Videos_', 0.20137535)]
Assault015_x264: [('Fighting', 0.36353064), ('Shoplifting', 0.30606127), ('Robbery', 0.29155296), ('Assault', 0.28916472), ('Abuse', 0.28813255), ('RoadAccidents', 0.268206), ('Burglary', 0.2636785), ('Vandalism', 0.25553128), ('Explosion', 0.2402589), ('Arrest', 0.22434385), ('Shooting', 0.21047291), ('Arson', 0.18868668), ('Stealing', 0.18406695), ('Normal_Videos_', 0.15778357)]
Assault016_x264: [('Assault', 0.44498873), ('Burglary', 0.40581578), ('Abuse', 0.37356174), ('Arrest', 0.36311907), ('Vandalism', 0.35112977), ('Robbery', 0.32268623), ('RoadAccidents', 0.29945934), ('Shoplifting', 0.2631819), ('Fighting', 0.24393556), ('Stealing', 0.22501528), ('Arson', 0.21094206), ('Explosion', 0.15418994), ('Shooting', 0.13910112), ('Normal_Videos_', 0.12846461)]
Assault017_x264: [('Burglary', 0.26790488), ('RoadAccidents', 0.22467396), ('Robbery', 0.19691017), ('Fighting', 0.1963564), ('Arrest', 0.19408822), ('Assault', 0.17989972), ('Explosion', 0.16314803), ('Vandalism', 0.15711352), ('Normal_Videos_', 0.14633992), ('Stealing', 0.13817662), ('Shoplifting', 0.13361439), ('Abuse', 0.13317195), ('Shooting', 0.11830052), ('Arson', 0.115903914)]
Assault018_x264: [('Fighting', 0.3312596), ('Assault', 0.27602097), ('Explosion', 0.25199336), ('Arrest', 0.19447064), ('Normal_Videos_', 0.153302), ('RoadAccidents', 0.1528311), ('Vandalism', 0.14220262), ('Shooting', 0.12536243), ('Burglary', 0.119015805), ('Robbery', 0.10842344), ('Abuse', 0.103332065), ('Shoplifting', 0.047870457), ('Arson', 0.038223855), ('Stealing', 0.016695768)]
Assault019_x264: [('Burglary', 0.40964812), ('Shoplifting', 0.39158422), ('Vandalism', 0.38699287), ('RoadAccidents', 0.33707732), ('Abuse', 0.30961078), ('Robbery', 0.3078277), ('Assault', 0.28904527), ('Stealing', 0.2556342), ('Arson', 0.25073224), ('Fighting', 0.23183793), ('Arrest', 0.2299772), ('Normal_Videos_', 0.21521473), ('Explosion', 0.21176887), ('Shooting', 0.18517004)]
Assault020_x264: [('RoadAccidents', 0.37543765), ('Assault', 0.35017067), ('Fighting', 0.3223843), ('Arrest', 0.29677603), ('Abuse', 0.2772822), ('Vandalism', 0.26394376), ('Explosion', 0.24836597), ('Burglary', 0.22828898), ('Robbery', 0.21278363), ('Shooting', 0.18741716), ('Arson', 0.1705522), ('Normal_Videos_', 0.16604951), ('Shoplifting', 0.16464123), ('Stealing', 0.14085604)]
Assault022_x264: [('RoadAccidents', 0.41393274), ('Arrest', 0.3740182), ('Assault', 0.36481023), ('Abuse', 0.33510393), ('Robbery', 0.32853284), ('Burglary', 0.3232087), ('Fighting', 0.30653822), ('Vandalism', 0.3017063), ('Shoplifting', 0.29160148), ('Stealing', 0.29045334), ('Shooting', 0.26196504), ('Explosion', 0.25455162), ('Arson', 0.22166732), ('Normal_Videos_', 0.20078948)]
Assault023_x264: [('RoadAccidents', 0.31887555), ('Fighting', 0.2774298), ('Explosion', 0.21228603), ('Assault', 0.21182293), ('Arrest', 0.19255754), ('Vandalism', 0.16511151), ('Shooting', 0.13261834), ('Normal_Videos_', 0.12135044), ('Abuse', 0.121215515), ('Robbery', 0.10819406), ('Burglary', 0.102933876), ('Shoplifting', 0.087080434), ('Arson', 0.07698491), ('Stealing', 0.048631907)]
