RoadAccidents055: [('Road Accidents', 0.9256828), ('Burglary', 0.9053169), ('Explosion', 0.901189), ('Assault', 0.873768), ('Abuse', 0.8696256), ('Normal Videos', 0.866782), ('Arson', 0.8640655), ('Shooting', 0.8599095), ('Fighting', 0.85452497), ('Arrest', 0.85448164), ('Vandalism', 0.8492813), ('Robbery', 0.842636), ('Stealing', 0.83714885), ('Shoplifting', 0.73998857)]
RoadAccidents001: [('Burglary', 0.8617406), ('Explosion', 0.85933006), ('Shooting', 0.8413667), ('Fighting', 0.8409667), ('Stealing', 0.83641976), ('Normal Videos', 0.8351686), ('Abuse', 0.83489764), ('Robbery', 0.833007), ('Assault', 0.8286044), ('Arrest', 0.8276326), ('Road Accidents', 0.8242142), ('Arson', 0.82116544), ('Vandalism', 0.8123126), ('Shoplifting', 0.73568624)]
RoadAccidents028: [('Explosion', 0.92874664), ('Assault', 0.91847426), ('Shooting', 0.9131449), ('Fighting', 0.9026129), ('Arrest', 0.90214145), ('Abuse', 0.8956121), ('Road Accidents', 0.8843465), ('Normal Videos', 0.87865305), ('Stealing', 0.8702516), ('Burglary', 0.8579483), ('Arson', 0.83115774), ('Vandalism', 0.8226658), ('Robbery', 0.8208266), ('Shoplifting', 0.7241398)]
RoadAccidents030: [('Explosion', 0.92322767), ('Assault', 0.8985182), ('Shooting', 0.8984484), ('Road Accidents', 0.89670634), ('Abuse', 0.8937801), ('Fighting', 0.8926893), ('Arrest', 0.8868629), ('Normal Videos', 0.8839115), ('Burglary', 0.87990427), ('Stealing', 0.87855333), ('Arson', 0.85162896), ('Robbery', 0.849144), ('Vandalism', 0.8338894), ('Shoplifting', 0.72924674)]
RoadAccidents004: [('Explosion', 0.9017609), ('Assault', 0.8975619), ('Shooting', 0.8974104), ('Fighting', 0.890948), ('Arrest', 0.8903118), ('Road Accidents', 0.8839637), ('Abuse', 0.87962306), ('Normal Videos', 0.8737112), ('Stealing', 0.8656221), ('Burglary', 0.8620105), ('Arson', 0.8410219), ('Robbery', 0.83146626), ('Vandalism', 0.81041634), ('Shoplifting', 0.71546483)]
RoadAccidents132: [('Explosion', 0.92874664), ('Assault', 0.91847426), ('Shooting', 0.9131449), ('Fighting', 0.9026129), ('Arrest', 0.90214145), ('Abuse', 0.8956121), ('Road Accidents', 0.8843465), ('Normal Videos', 0.87865305), ('Stealing', 0.8702516), ('Burglary', 0.863374), ('Arson', 0.83115774), ('Robbery', 0.82354546), ('Vandalism', 0.82287884), ('Shoplifting', 0.73308265)]
RoadAccidents106: [('Explosion', 0.89665186), ('Fighting', 0.8873683), ('Stealing', 0.8797529), ('Road Accidents', 0.87717354), ('Abuse', 0.8761219), ('Normal Videos', 0.8755474), ('Shooting', 0.87514687), ('Assault', 0.87182105), ('Arrest', 0.8669463), ('Burglary', 0.8553659), ('Robbery', 0.84249943), ('Vandalism', 0.83379954), ('Arson', 0.8215149), ('Shoplifting', 0.7951292)]
RoadAccidents064: [('Explosion', 0.9051072), ('Burglary', 0.87572175), ('Fighting', 0.87473106), ('Assault', 0.8728744), ('Abuse', 0.87279), ('Normal Videos', 0.8719308), ('Shooting', 0.8682287), ('Road Accidents', 0.86820275), ('Vandalism', 0.8626449), ('Arrest', 0.86148274), ('Robbery', 0.85807836), ('Stealing', 0.85620236), ('Arson', 0.83412874), ('Shoplifting', 0.818944)]
RoadAccidents050: [('Explosion', 0.8795394), ('Burglary', 0.8734159), ('Road Accidents', 0.85348856), ('Fighting', 0.8500012), ('Normal Videos', 0.8450753), ('Assault', 0.8386562), ('Shooting', 0.8347237), ('Abuse', 0.83442426), ('Stealing', 0.83318156), ('Arrest', 0.827142), ('Vandalism', 0.8204919), ('Arson', 0.8170308), ('Robbery', 0.8125218), ('Shoplifting', 0.7399627)]
RoadAccidents097: [('Explosion', 0.9295232), ('Abuse', 0.9209634), ('Assault', 0.9164806), ('Shooting', 0.9136845), ('Fighting', 0.9115554), ('Arrest', 0.90923184), ('Burglary', 0.9083073), ('Road Accidents', 0.90501636), ('Stealing', 0.90322936), ('Normal Videos', 0.90304005), ('Vandalism', 0.87335193), ('Robbery', 0.8636429), ('Arson', 0.86348844), ('Shoplifting', 0.77222115)]
RoadAccidents026: [('Shooting', 0.92553484), ('Abuse', 0.9248948), ('Fighting', 0.92401886), ('Assault', 0.9238632), ('Explosion', 0.92295396), ('Stealing', 0.9162172), ('Arrest', 0.9133598), ('Normal Videos', 0.9125949), ('Road Accidents', 0.8743805), ('Robbery', 0.84756136), ('Burglary', 0.8317721), ('Arson', 0.8257688), ('Vandalism', 0.8214699), ('Shoplifting', 0.7617449)]
RoadAccidents138: [('Robbery', 0.8470079), ('Normal Videos', 0.83656716), ('Vandalism', 0.83379024), ('Burglary', 0.83194506), ('Road Accidents', 0.8315162), ('Stealing', 0.8247614), ('Fighting', 0.8205769), ('Shoplifting', 0.8184273), ('Explosion', 0.8130707), ('Shooting', 0.8113334), ('Abuse', 0.80943733), ('Arson', 0.80571985), ('Assault', 0.7861848), ('Arrest', 0.7861726)]
RoadAccidents069: [('Road Accidents', 0.87110114), ('Explosion', 0.8652868), ('Burglary', 0.863374), ('Normal Videos', 0.86001074), ('Shooting', 0.8552923), ('Fighting', 0.8461569), ('Abuse', 0.84018064), ('Assault', 0.83973974), ('Arrest', 0.83875096), ('Stealing', 0.8302152), ('Robbery', 0.82354546), ('Vandalism', 0.82287884), ('Arson', 0.8106544), ('Shoplifting', 0.73308265)]
RoadAccidents147: [('Assault', 0.95884323), ('Shooting', 0.95102024), ('Explosion', 0.94727147), ('Fighting', 0.94714725), ('Abuse', 0.94452417), ('Arrest', 0.94082165), ('Stealing', 0.92761), ('Normal Videos', 0.9259691), ('Road Accidents', 0.8897031), ('Robbery', 0.86782235), ('Arson', 0.8673892), ('Burglary', 0.8670633), ('Vandalism', 0.83872664), ('Shoplifting', 0.79919267)]
RoadAccidents123: [('Shooting', 0.8839046), ('Fighting', 0.87729937), ('Road Accidents', 0.8760411), ('Normal Videos', 0.87595725), ('Explosion', 0.8687917), ('Stealing', 0.8670346), ('Assault', 0.8643407), ('Abuse', 0.8621459), ('Arrest', 0.86081755), ('Robbery', 0.8434587), ('Burglary', 0.8425344), ('Vandalism', 0.82870615), ('Arson', 0.8210906), ('Shoplifting', 0.7501838)]
RoadAccidents095: [('Explosion', 0.91564447), ('Shooting', 0.90356857), ('Fighting', 0.9020953), ('Normal Videos', 0.90100175), ('Assault', 0.89906526), ('Abuse', 0.8953998), ('Arrest', 0.8872059), ('Stealing', 0.88131464), ('Road Accidents', 0.87894124), ('Burglary', 0.83475983), ('Vandalism', 0.82203555), ('Arson', 0.82144105), ('Robbery', 0.8172959), ('Shoplifting', 0.72913545)]
RoadAccidents090: [('Explosion', 0.8916614), ('Fighting', 0.8733999), ('Burglary', 0.86697006), ('Road Accidents', 0.86444724), ('Abuse', 0.86299056), ('Shooting', 0.8619196), ('Normal Videos', 0.8613414), ('Assault', 0.8607151), ('Stealing', 0.859467), ('Arrest', 0.85436916), ('Robbery', 0.8408942), ('Arson', 0.83657235), ('Vandalism', 0.8364571), ('Shoplifting', 0.81666726)]
RoadAccidents072: [('Explosion', 0.8580744), ('Burglary', 0.84839606), ('Road Accidents', 0.83831394), ('Normal Videos', 0.83256185), ('Fighting', 0.82339394), ('Vandalism', 0.8199142), ('Abuse', 0.81867146), ('Assault', 0.8176218), ('Shooting', 0.81292576), ('Stealing', 0.8101595), ('Arrest', 0.8073492), ('Arson', 0.80551255), ('Robbery', 0.79755926), ('Shoplifting', 0.7097189)]
RoadAccidents018: [('Explosion', 0.8842698), ('Road Accidents', 0.8738378), ('Burglary', 0.86667264), ('Shooting', 0.8570372), ('Fighting', 0.85109305), ('Assault', 0.84978247), ('Normal Videos', 0.8449872), ('Arrest', 0.8410456), ('Abuse', 0.83512944), ('Arson', 0.82947266), ('Stealing', 0.82031536), ('Vandalism', 0.813468), ('Robbery', 0.8004735), ('Shoplifting', 0.7020219)]
RoadAccidents104: [('Explosion', 0.9213559), ('Fighting', 0.91668665), ('Abuse', 0.9091462), ('Shooting', 0.9033215), ('Normal Videos', 0.8994863), ('Assault', 0.8992031), ('Stealing', 0.89879215), ('Arrest', 0.8867902), ('Road Accidents', 0.8831803), ('Burglary', 0.86549413), ('Robbery', 0.8586608), ('Vandalism', 0.85455364), ('Arson', 0.84519047), ('Shoplifting', 0.7692677)]
RoadAccidents111: [('Explosion', 0.90745384), ('Road Accidents', 0.8754218), ('Normal Videos', 0.87450624), ('Assault', 0.8744287), ('Shooting', 0.8743609), ('Abuse', 0.87332255), ('Fighting', 0.8695709), ('Arrest', 0.8636006), ('Burglary', 0.8559681), ('Stealing', 0.8436006), ('Arson', 0.81774247), ('Vandalism', 0.81696093), ('Robbery', 0.79880023), ('Shoplifting', 0.71531045)]
RoadAccidents141: [('Assault', 0.94452846), ('Abuse', 0.93788314), ('Fighting', 0.93672335), ('Explosion', 0.9365692), ('Shooting', 0.93601257), ('Arrest', 0.93255514), ('Stealing', 0.9317479), ('Normal Videos', 0.91971666), ('Road Accidents', 0.8781076), ('Burglary', 0.8520064), ('Robbery', 0.84373033), ('Vandalism', 0.8348048), ('Arson', 0.8235405), ('Shoplifting', 0.7635646)]
RoadAccidents036: [('Explosion', 0.8748913), ('Burglary', 0.86549413), ('Road Accidents', 0.84502506), ('Fighting', 0.83495975), ('Shooting', 0.8344828), ('Normal Videos', 0.8339405), ('Assault', 0.83182704), ('Vandalism', 0.8294418), ('Abuse', 0.8282528), ('Arrest', 0.82635224), ('Arson', 0.8160382), ('Stealing', 0.8144138), ('Robbery', 0.80347997), ('Shoplifting', 0.758399)]
RoadAccidents115: [('Explosion', 0.90016055), ('Fighting', 0.88600814), ('Road Accidents', 0.88288283), ('Assault', 0.87950176), ('Normal Videos', 0.8775501), ('Shooting', 0.8773901), ('Arrest', 0.87327516), ('Abuse', 0.87181616), ('Stealing', 0.8662169), ('Burglary', 0.86393523), ('Vandalism', 0.837586), ('Robbery', 0.8342948), ('Arson', 0.8219927), ('Shoplifting', 0.7608675)]
RoadAccidents150: [('Normal Videos', 0.8643948), ('Burglary', 0.863374), ('Explosion', 0.8607725), ('Fighting', 0.85529065), ('Road Accidents', 0.85211), ('Abuse', 0.8504663), ('Shooting', 0.8459822), ('Robbery', 0.8394543), ('Stealing', 0.8382996), ('Assault', 0.83629453), ('Vandalism', 0.83379024), ('Arrest', 0.8303457), ('Arson', 0.8106544), ('Shoplifting', 0.7951292)]
RoadAccidents083: [('Burglary', 0.85859776), ('Explosion', 0.85378945), ('Road Accidents', 0.84253097), ('Normal Videos', 0.8262403), ('Vandalism', 0.81835306), ('Fighting', 0.813555), ('Assault', 0.8125865), ('Shooting', 0.81196976), ('Abuse', 0.81181294), ('Arrest', 0.8041563), ('Stealing', 0.8022269), ('Arson', 0.8017334), ('Robbery', 0.80168545), ('Shoplifting', 0.7438544)]
RoadAccidents130: [('Explosion', 0.94025445), ('Assault', 0.92336816), ('Abuse', 0.9179088), ('Shooting', 0.9172449), ('Fighting', 0.91618013), ('Arrest', 0.91447806), ('Stealing', 0.91004556), ('Road Accidents', 0.9000697), ('Normal Videos', 0.894909), ('Burglary', 0.8889969), ('Arson', 0.85162896), ('Robbery', 0.849144), ('Vandalism', 0.83721405), ('Shoplifting', 0.79802203)]
RoadAccidents108: [('Explosion', 0.9090109), ('Fighting', 0.90203935), ('Stealing', 0.8921691), ('Abuse', 0.8916986), ('Road Accidents', 0.89027965), ('Normal Videos', 0.8884864), ('Assault', 0.88802814), ('Shooting', 0.88771975), ('Arrest', 0.8787302), ('Burglary', 0.87505287), ('Vandalism', 0.8536793), ('Robbery', 0.8492279), ('Arson', 0.8432809), ('Shoplifting', 0.81774175)]
RoadAccidents121: [('Explosion', 0.9377096), ('Assault', 0.9261996), ('Road Accidents', 0.9214324), ('Shooting', 0.9177735), ('Fighting', 0.9169516), ('Abuse', 0.9165416), ('Normal Videos', 0.91265845), ('Arrest', 0.91211915), ('Burglary', 0.90852106), ('Stealing', 0.90479285), ('Vandalism', 0.862358), ('Arson', 0.8427459), ('Robbery', 0.8364806), ('Shoplifting', 0.811346)]
RoadAccidents013: [('Explosion', 0.90782225), ('Assault', 0.8841975), ('Road Accidents', 0.88335747), ('Burglary', 0.8808413), ('Fighting', 0.8771483), ('Shooting', 0.8749789), ('Arrest', 0.87302125), ('Abuse', 0.8719177), ('Normal Videos', 0.86887586), ('Stealing', 0.85486263), ('Arson', 0.8372278), ('Vandalism', 0.83578646), ('Robbery', 0.832785), ('Shoplifting', 0.7596854)]
RoadAccidents035: [('Explosion', 0.8652868), ('Road Accidents', 0.85729545), ('Shooting', 0.8434461), ('Normal Videos', 0.8406041), ('Fighting', 0.8374299), ('Burglary', 0.83683324), ('Assault', 0.8324306), ('Arrest', 0.82686746), ('Abuse', 0.8243506), ('Vandalism', 0.8111931), ('Stealing', 0.80410564), ('Arson', 0.7844045), ('Robbery', 0.7744786), ('Shoplifting', 0.71627915)]
RoadAccidents109: [('Burglary', 0.8654289), ('Normal Videos', 0.861099), ('Road Accidents', 0.8610263), ('Explosion', 0.85035485), ('Vandalism', 0.83767176), ('Shooting', 0.82796675), ('Fighting', 0.8229863), ('Abuse', 0.82237494), ('Arson', 0.8217974), ('Assault', 0.81972706), ('Robbery', 0.81322515), ('Arrest', 0.81226456), ('Stealing', 0.80724275), ('Shoplifting', 0.7553969)]
RoadAccidents062: [('Assault', 0.9528618), ('Explosion', 0.951525), ('Fighting', 0.9443979), ('Abuse', 0.9443748), ('Shooting', 0.9435737), ('Arrest', 0.9402181), ('Stealing', 0.93386036), ('Normal Videos', 0.91555524), ('Burglary', 0.9128105), ('Road Accidents', 0.89297324), ('Vandalism', 0.8576013), ('Arson', 0.85516757), ('Robbery', 0.85113454), ('Shoplifting', 0.76962656)]
RoadAccidents009: [('Burglary', 0.85740423), ('Explosion', 0.8538425), ('Road Accidents', 0.8477137), ('Normal Videos', 0.835287), ('Fighting', 0.83211076), ('Vandalism', 0.8246795), ('Shooting', 0.8229339), ('Abuse', 0.8201579), ('Assault', 0.81892544), ('Stealing', 0.8181181), ('Arrest', 0.8165257), ('Robbery', 0.80715173), ('Arson', 0.8056386), ('Shoplifting', 0.72768855)]
RoadAccidents151: [('Road Accidents', 0.8847674), ('Explosion', 0.8766718), ('Shooting', 0.86882144), ('Fighting', 0.8610781), ('Normal Videos', 0.86080027), ('Assault', 0.8602586), ('Arrest', 0.85558033), ('Abuse', 0.8546473), ('Stealing', 0.84639597), ('Burglary', 0.8373626), ('Vandalism', 0.82763195), ('Robbery', 0.8118048), ('Arson', 0.81084347), ('Shoplifting', 0.7175409)]
RoadAccidents136: [('Explosion', 0.9352634), ('Assault', 0.9272608), ('Shooting', 0.9208895), ('Abuse', 0.9204332), ('Fighting', 0.9180247), ('Normal Videos', 0.9147258), ('Arrest', 0.9136374), ('Stealing', 0.90988076), ('Road Accidents', 0.89708424), ('Burglary', 0.88485444), ('Robbery', 0.8570127), ('Vandalism', 0.8531656), ('Arson', 0.84753704), ('Shoplifting', 0.7951292)]
RoadAccidents015: [('Normal Videos', 0.8643948), ('Burglary', 0.863374), ('Explosion', 0.8607725), ('Fighting', 0.85529065), ('Road Accidents', 0.85211), ('Abuse', 0.8504663), ('Shooting', 0.8459822), ('Stealing', 0.8382996), ('Assault', 0.83629453), ('Arrest', 0.8303457), ('Robbery', 0.82354546), ('Vandalism', 0.82287884), ('Arson', 0.8106544), ('Shoplifting', 0.7550965)]
RoadAccidents014: [('Explosion', 0.92157114), ('Fighting', 0.90193653), ('Abuse', 0.9015025), ('Assault', 0.9011756), ('Road Accidents', 0.8993344), ('Shooting', 0.89283025), ('Normal Videos', 0.89144725), ('Arrest', 0.8901664), ('Stealing', 0.88670397), ('Burglary', 0.8754519), ('Vandalism', 0.85485995), ('Robbery', 0.85010445), ('Arson', 0.841227), ('Shoplifting', 0.796982)]
RoadAccidents081: [('Explosion', 0.9198679), ('Shooting', 0.9183219), ('Assault', 0.9146821), ('Fighting', 0.90318376), ('Arrest', 0.90158117), ('Abuse', 0.8987217), ('Road Accidents', 0.8851729), ('Normal Videos', 0.87678844), ('Stealing', 0.869618), ('Burglary', 0.863374), ('Arson', 0.82375693), ('Robbery', 0.82354546), ('Vandalism', 0.82287884), ('Shoplifting', 0.7971161)]
RoadAccidents093: [('Burglary', 0.885077), ('Explosion', 0.87502617), ('Road Accidents', 0.8674426), ('Vandalism', 0.8526377), ('Fighting', 0.84770924), ('Normal Videos', 0.8453946), ('Shooting', 0.8444668), ('Abuse', 0.84124756), ('Assault', 0.83950347), ('Arson', 0.8368495), ('Robbery', 0.8290907), ('Arrest', 0.8289437), ('Stealing', 0.82672775), ('Shoplifting', 0.7895229)]
RoadAccidents067: [('Explosion', 0.89566135), ('Burglary', 0.885077), ('Normal Videos', 0.86905897), ('Stealing', 0.8656379), ('Shooting', 0.86386716), ('Abuse', 0.86302966), ('Robbery', 0.8625374), ('Assault', 0.86012685), ('Road Accidents', 0.8598573), ('Fighting', 0.8597021), ('Arrest', 0.8552878), ('Arson', 0.8368495), ('Vandalism', 0.83474475), ('Shoplifting', 0.81568205)]
RoadAccidents066: [('Road Accidents', 0.8888149), ('Explosion', 0.86553204), ('Fighting', 0.860438), ('Normal Videos', 0.85421515), ('Shooting', 0.8536469), ('Abuse', 0.84968925), ('Burglary', 0.8491018), ('Assault', 0.84692365), ('Stealing', 0.8392272), ('Arrest', 0.836813), ('Vandalism', 0.8246889), ('Arson', 0.8118524), ('Robbery', 0.81115854), ('Shoplifting', 0.7402466)]
RoadAccidents052: [('Explosion', 0.8611688), ('Fighting', 0.8576159), ('Shooting', 0.8548416), ('Road Accidents', 0.8498858), ('Normal Videos', 0.8496793), ('Abuse', 0.84656), ('Stealing', 0.84106916), ('Assault', 0.8400265), ('Burglary', 0.8374744), ('Arrest', 0.8343132), ('Vandalism', 0.82752454), ('Robbery', 0.8233235), ('Arson', 0.8103565), ('Shoplifting', 0.74311084)]
RoadAccidents059: [('Explosion', 0.8923607), ('Road Accidents', 0.88288283), ('Shooting', 0.8752613), ('Assault', 0.8706969), ('Fighting', 0.8676601), ('Normal Videos', 0.86488134), ('Arrest', 0.8594506), ('Abuse', 0.8581573), ('Burglary', 0.85133857), ('Stealing', 0.845868), ('Robbery', 0.8313009), ('Vandalism', 0.81902647), ('Arson', 0.81428003), ('Shoplifting', 0.7565798)]
RoadAccidents105: [('Explosion', 0.8929845), ('Normal Videos', 0.8761893), ('Shooting', 0.86367583), ('Fighting', 0.8635218), ('Abuse', 0.862941), ('Road Accidents', 0.86185306), ('Burglary', 0.85946375), ('Assault', 0.8568583), ('Stealing', 0.8522856), ('Arrest', 0.84660995), ('Vandalism', 0.83313155), ('Arson', 0.82700384), ('Robbery', 0.8178872), ('Shoplifting', 0.7365381)]
RoadAccidents038: [('Explosion', 0.91631985), ('Fighting', 0.9083016), ('Assault', 0.8978238), ('Abuse', 0.8966021), ('Shooting', 0.89570665), ('Stealing', 0.8883748), ('Normal Videos', 0.88832515), ('Arrest', 0.88604313), ('Road Accidents', 0.87092215), ('Robbery', 0.84592265), ('Burglary', 0.8445189), ('Arson', 0.8338075), ('Vandalism', 0.83379954), ('Shoplifting', 0.7951292)]
RoadAccidents040: [('Explosion', 0.93351537), ('Assault', 0.9282526), ('Shooting', 0.9267562), ('Fighting', 0.9240515), ('Abuse', 0.92085224), ('Arrest', 0.92026615), ('Stealing', 0.9138802), ('Normal Videos', 0.8934556), ('Road Accidents', 0.8862909), ('Burglary', 0.83514285), ('Vandalism', 0.8314174), ('Robbery', 0.8269217), ('Arson', 0.8255166), ('Shoplifting', 0.7357694)]
RoadAccidents101: [('Robbery', 0.8394543), ('Vandalism', 0.83379024), ('Burglary', 0.83194506), ('Road Accidents', 0.8315162), ('Normal Videos', 0.8258854), ('Fighting', 0.8185736), ('Stealing', 0.8158269), ('Explosion', 0.8130707), ('Shooting', 0.8113334), ('Abuse', 0.80741537), ('Shoplifting', 0.8069485), ('Arson', 0.80571985), ('Assault', 0.7861848), ('Arrest', 0.7861726)]
RoadAccidents089: [('Assault', 0.9181216), ('Abuse', 0.9178858), ('Explosion', 0.9170872), ('Fighting', 0.91680336), ('Shooting', 0.9163587), ('Normal Videos', 0.91436213), ('Stealing', 0.9063179), ('Arrest', 0.90473443), ('Road Accidents', 0.8775647), ('Burglary', 0.85062265), ('Robbery', 0.84373033), ('Vandalism', 0.83557373), ('Arson', 0.8196479), ('Shoplifting', 0.73829293)]
RoadAccidents082: [('Explosion', 0.9161652), ('Assault', 0.9023792), ('Fighting', 0.89907265), ('Road Accidents', 0.8981064), ('Normal Videos', 0.89582574), ('Abuse', 0.89557886), ('Shooting', 0.8938767), ('Arrest', 0.8919333), ('Stealing', 0.88650584), ('Burglary', 0.87102926), ('Vandalism', 0.85822326), ('Arson', 0.8435421), ('Robbery', 0.83552384), ('Shoplifting', 0.73892355)]
RoadAccidents037: [('Burglary', 0.89401317), ('Explosion', 0.89092934), ('Road Accidents', 0.8797428), ('Shooting', 0.873593), ('Assault', 0.87328774), ('Normal Videos', 0.87084126), ('Fighting', 0.8642614), ('Abuse', 0.8630444), ('Arrest', 0.86194175), ('Vandalism', 0.85482556), ('Stealing', 0.84928375), ('Arson', 0.8359622), ('Robbery', 0.8211372), ('Shoplifting', 0.7459097)]
RoadAccidents145: [('Explosion', 0.9326291), ('Fighting', 0.9292973), ('Assault', 0.9273188), ('Abuse', 0.9234897), ('Shooting', 0.9181752), ('Arrest', 0.9141282), ('Stealing', 0.9106996), ('Normal Videos', 0.900768), ('Road Accidents', 0.8831803), ('Robbery', 0.87164736), ('Vandalism', 0.8695417), ('Burglary', 0.8641341), ('Arson', 0.84519047), ('Shoplifting', 0.818944)]
RoadAccidents142: [('Explosion', 0.8902843), ('Fighting', 0.88036275), ('Shooting', 0.87728345), ('Normal Videos', 0.8757867), ('Road Accidents', 0.8757482), ('Abuse', 0.8718999), ('Assault', 0.87107396), ('Arrest', 0.86152613), ('Stealing', 0.8607024), ('Burglary', 0.8584826), ('Vandalism', 0.84867585), ('Arson', 0.8280667), ('Robbery', 0.8273235), ('Shoplifting', 0.7462094)]
RoadAccidents023: [('Explosion', 0.9325407), ('Fighting', 0.92574155), ('Assault', 0.925656), ('Abuse', 0.9217767), ('Shooting', 0.92004573), ('Stealing', 0.92002577), ('Arrest', 0.91741073), ('Normal Videos', 0.9010777), ('Road Accidents', 0.8756516), ('Burglary', 0.86841357), ('Arson', 0.8427543), ('Robbery', 0.8394543), ('Vandalism', 0.8374362), ('Shoplifting', 0.7951292)]
RoadAccidents022: [('Road Accidents', 0.8650086), ('Burglary', 0.8461718), ('Explosion', 0.8353061), ('Normal Videos', 0.8315829), ('Fighting', 0.82874155), ('Vandalism', 0.8285842), ('Stealing', 0.8195745), ('Abuse', 0.8128954), ('Shooting', 0.81147015), ('Robbery', 0.80628353), ('Assault', 0.8033496), ('Arrest', 0.80104065), ('Arson', 0.79025567), ('Shoplifting', 0.7516939)]
