RoadAccidents055: [('Road Accidents', 0.07695595175027847), ('Vandalism', 0.07571670413017273), ('Burglary', 0.07565369457006454), ('Explosion', 0.07453817874193192), ('Normal Videos', 0.07420826703310013), ('Shooting', 0.07357527315616608), ('Arson', 0.07259051501750946), ('Assault', 0.07252202928066254), ('Fighting', 0.07233685255050659), ('Arrest', 0.07230823487043381), ('Abuse', 0.07222224771976471), ('Robbery', 0.07170618325471878), ('Stealing', 0.07137943804264069), ('Shoplifting', 0.06861807405948639)]
RoadAccidents144: [('Explosion', 0.07567626237869263), ('Road Accidents', 0.07409003376960754), ('Shooting', 0.07383882254362106), ('Assault', 0.07371900975704193), ('Fighting', 0.07358823716640472), ('Normal Videos', 0.07321473211050034), ('Arrest', 0.07283711433410645), ('Abuse', 0.07279177010059357), ('Burglary', 0.07226908206939697), ('Stealing', 0.07143586128950119), ('Arson', 0.06959795206785202), ('Vandalism', 0.0691608190536499), ('Robbery', 0.06786841154098511), ('Shoplifting', 0.05991193279623985)]
RoadAccidents046: [('Explosion', 0.0749296173453331), ('Burglary', 0.07490994781255722), ('Road Accidents', 0.074739471077919), ('Normal Videos', 0.07360188663005829), ('Fighting', 0.07348255068063736), ('Assault', 0.07326935976743698), ('Vandalism', 0.07305759191513062), ('Abuse', 0.07294384390115738), ('Shooting', 0.07292615622282028), ('Stealing', 0.07270033657550812), ('Arrest', 0.07261151820421219), ('Arson', 0.07181616872549057), ('Robbery', 0.07064235210418701), ('Shoplifting', 0.06644893437623978)]
RoadAccidents070: [('Vandalism', 0.0780174657702446), ('Road Accidents', 0.07712791860103607), ('Shoplifting', 0.07555213570594788), ('Burglary', 0.07522307336330414), ('Robbery', 0.07396329194307327), ('Normal Videos', 0.07331658899784088), ('Explosion', 0.07236740738153458), ('Fighting', 0.0721946507692337), ('Arson', 0.07149556279182434), ('Stealing', 0.07146769016981125), ('Abuse', 0.07131049782037735), ('Shooting', 0.07115495949983597), ('Assault', 0.06995946168899536), ('Arrest', 0.06991080194711685)]
RoadAccidents087: [('Burglary', 0.07696826756000519), ('Road Accidents', 0.07664694637060165), ('Explosion', 0.07636717706918716), ('Assault', 0.07563933730125427), ('Abuse', 0.0753570944070816), ('Vandalism', 0.07521238178014755), ('Fighting', 0.07497766613960266), ('Shooting', 0.07493926584720612), ('Stealing', 0.0747794583439827), ('Arrest', 0.07452452927827835), ('Normal Videos', 0.07399285584688187), ('Arson', 0.07282877713441849), ('Robbery', 0.07264165580272675), ('Shoplifting', 0.06880822032690048)]
RoadAccidents061: [('Explosion', 0.07641905546188354), ('Assault', 0.0756380707025528), ('Road Accidents', 0.07550075650215149), ('Shooting', 0.07523603737354279), ('Fighting', 0.07444781064987183), ('Arrest', 0.07441271841526031), ('Burglary', 0.07416488230228424), ('Abuse', 0.07392843812704086), ('Normal Videos', 0.07310433685779572), ('Stealing', 0.07207714766263962), ('Vandalism', 0.07162782549858093), ('Arson', 0.07122622430324554), ('Robbery', 0.07067268341779709), ('Shoplifting', 0.06521971523761749)]
RoadAccidents005: [('Explosion', 0.07494577020406723), ('Road Accidents', 0.07412262260913849), ('Normal Videos', 0.07376629114151001), ('Shooting', 0.07338754087686539), ('Fighting', 0.07313156872987747), ('Assault', 0.07274818420410156), ('Burglary', 0.07274408638477325), ('Abuse', 0.07210472971200943), ('Arrest', 0.07171853631734848), ('Stealing', 0.07127775251865387), ('Vandalism', 0.07097795605659485), ('Arson', 0.07063352316617966), ('Robbery', 0.07009101659059525), ('Shoplifting', 0.06433752179145813)]
RoadAccidents098: [('Vandalism', 0.07569810003042221), ('Explosion', 0.07545851916074753), ('Burglary', 0.07509059458971024), ('Fighting', 0.07465262711048126), ('Assault', 0.0746023878455162), ('Abuse', 0.07458479702472687), ('Normal Videos', 0.0745619460940361), ('Shooting', 0.07447098940610886), ('Shoplifting', 0.07424622029066086), ('Road Accidents', 0.07410652935504913), ('Stealing', 0.07372698187828064), ('Arrest', 0.0736103281378746), ('Robbery', 0.07310241460800171), ('Arson', 0.07246927917003632)]
RoadAccidents118: [('Explosion', 0.07613582909107208), ('Robbery', 0.0755365639925003), ('Shoplifting', 0.07550611346960068), ('Burglary', 0.07532911747694016), ('Vandalism', 0.07523627579212189), ('Assault', 0.07486097514629364), ('Abuse', 0.07445339113473892), ('Road Accidents', 0.0744231790304184), ('Shooting', 0.07440397888422012), ('Fighting', 0.07432480156421661), ('Arrest', 0.0741984024643898), ('Stealing', 0.07387024164199829), ('Normal Videos', 0.07360225170850754), ('Arson', 0.07150278985500336)]
RoadAccidents002: [('Vandalism', 0.0746161937713623), ('Explosion', 0.07428966462612152), ('Road Accidents', 0.07424018532037735), ('Burglary', 0.07413545250892639), ('Normal Videos', 0.07292870432138443), ('Robbery', 0.07205180823802948), ('Fighting', 0.0715964287519455), ('Shooting', 0.0710291787981987), ('Shoplifting', 0.07091093063354492), ('Abuse', 0.07090859860181808), ('Stealing', 0.07063374668359756), ('Arson', 0.07032715529203415), ('Arrest', 0.07008257508277893), ('Assault', 0.06994795054197311)]
RoadAccidents056: [('Shoplifting', 0.07770001143217087), ('Vandalism', 0.07595600932836533), ('Explosion', 0.07586131989955902), ('Robbery', 0.07581119239330292), ('Road Accidents', 0.07563532143831253), ('Burglary', 0.07517571747303009), ('Normal Videos', 0.07382155954837799), ('Fighting', 0.07352062314748764), ('Assault', 0.0732869878411293), ('Shooting', 0.07323361933231354), ('Stealing', 0.07310628890991211), ('Abuse', 0.07298266887664795), ('Arrest', 0.07280521094799042), ('Arson', 0.07062957435846329)]
RoadAccidents107: [('Road Accidents', 0.07623399049043655), ('Burglary', 0.07584618777036667), ('Explosion', 0.07513244450092316), ('Assault', 0.07420272380113602), ('Shooting', 0.07393673807382584), ('Abuse', 0.07354425638914108), ('Fighting', 0.07343173027038574), ('Normal Videos', 0.07326576113700867), ('Robbery', 0.07322851568460464), ('Vandalism', 0.0730259045958519), ('Arrest', 0.07300183176994324), ('Arson', 0.07239308953285217), ('Stealing', 0.07229442149400711), ('Shoplifting', 0.07005354017019272)]
RoadAccidents001: [('Burglary', 0.0766226276755333), ('Explosion', 0.07493671029806137), ('Vandalism', 0.07481427490711212), ('Normal Videos', 0.07404248416423798), ('Road Accidents', 0.07389427721500397), ('Robbery', 0.07245812565088272), ('Shooting', 0.07235799729824066), ('Fighting', 0.07232905924320221), ('Stealing', 0.07200092822313309), ('Arson', 0.07189969718456268), ('Abuse', 0.0718914195895195), ('Assault', 0.07144041359424591), ('Arrest', 0.07137101888656616), ('Shoplifting', 0.06978835165500641)]
RoadAccidents028: [('Explosion', 0.07641905546188354), ('Burglary', 0.07633577287197113), ('Assault', 0.0756380707025528), ('Shooting', 0.07523603737354279), ('Road Accidents', 0.07479743659496307), ('Fighting', 0.07444781064987183), ('Arrest', 0.07441271841526031), ('Vandalism', 0.0743417739868164), ('Abuse', 0.07392843812704086), ('Normal Videos', 0.07340999692678452), ('Stealing', 0.07256761938333511), ('Robbery', 0.0716024786233902), ('Arson', 0.07068613171577454), ('Shoplifting', 0.06621825695037842)]
RoadAccidents030: [('Burglary', 0.07633577287197113), ('Vandalism', 0.07569188624620438), ('Explosion', 0.07563694566488266), ('Shoplifting', 0.07504596561193466), ('Road Accidents', 0.07479743659496307), ('Normal Videos', 0.0739692822098732), ('Assault', 0.07333646714687347), ('Shooting', 0.07333134114742279), ('Fighting', 0.07329890877008438), ('Robbery', 0.07312990725040436), ('Abuse', 0.07307180017232895), ('Arrest', 0.07264809310436249), ('Stealing', 0.07255388051271439), ('Arson', 0.07089076191186905)]
RoadAccidents004: [('Explosion', 0.07586868107318878), ('Road Accidents', 0.07568851858377457), ('Assault', 0.07411444187164307), ('Shooting', 0.0741032138466835), ('Burglary', 0.07398022711277008), ('Normal Videos', 0.07387412339448929), ('Fighting', 0.07362587004899979), ('Arrest', 0.07357904314994812), ('Stealing', 0.07303405553102493), ('Abuse', 0.0727967694401741), ('Arson', 0.07090749591588974), ('Robbery', 0.07047577947378159), ('Vandalism', 0.07029851526021957), ('Shoplifting', 0.06411081552505493)]
RoadAccidents132: [('Explosion', 0.07641905546188354), ('Assault', 0.0756380707025528), ('Shooting', 0.07523603737354279), ('Road Accidents', 0.07512806355953217), ('Burglary', 0.07477863132953644), ('Fighting', 0.07444781064987183), ('Arrest', 0.07441271841526031), ('Abuse', 0.07392843812704086), ('Normal Videos', 0.07268524914979935), ('Stealing', 0.07207714766263962), ('Robbery', 0.07185883820056915), ('Vandalism', 0.07181095331907272), ('Arson', 0.07093845307826996), ('Shoplifting', 0.06564364582300186)]
RoadAccidents106: [('Burglary', 0.0786111131310463), ('Vandalism', 0.07783792167901993), ('Explosion', 0.07545087486505508), ('Road Accidents', 0.07528199255466461), ('Shoplifting', 0.07483936846256256), ('Robbery', 0.07412862032651901), ('Normal Videos', 0.07375339418649673), ('Fighting', 0.07373613864183426), ('Stealing', 0.07317673414945602), ('Abuse', 0.07291151583194733), ('Shooting', 0.07284045964479446), ('Assault', 0.07259860634803772), ('Arrest', 0.07224556803703308), ('Arson', 0.07193192839622498)]
RoadAccidents064: [('Burglary', 0.07622043788433075), ('Explosion', 0.07548823952674866), ('Vandalism', 0.07542337477207184), ('Road Accidents', 0.07501819729804993), ('Normal Videos', 0.0738527700304985), ('Fighting', 0.07309753447771072), ('Assault', 0.0729619488120079), ('Abuse', 0.07295578718185425), ('Robbery', 0.07280483841896057), ('Shooting', 0.07262377440929413), ('Arrest', 0.07213550806045532), ('Stealing', 0.07200776785612106), ('Arson', 0.07189665734767914), ('Shoplifting', 0.07001069188117981)]
RoadAccidents050: [('Burglary', 0.07622043788433075), ('Explosion', 0.07536882907152176), ('Road Accidents', 0.07501819729804993), ('Vandalism', 0.07467480003833771), ('Robbery', 0.07397902756929398), ('Normal Videos', 0.07395028322935104), ('Fighting', 0.07324472069740295), ('Shooting', 0.07309533655643463), ('Shoplifting', 0.07277534157037735), ('Assault', 0.0723496526479721), ('Abuse', 0.07204411923885345), ('Stealing', 0.07202307134866714), ('Arrest', 0.07152137905359268), ('Arson', 0.0710691437125206)]
RoadAccidents097: [('Burglary', 0.07692596316337585), ('Explosion', 0.07605157792568207), ('Vandalism', 0.07511229068040848), ('Road Accidents', 0.07472191005945206), ('Abuse', 0.07470085471868515), ('Normal Videos', 0.07433904707431793), ('Assault', 0.07425880432128906), ('Shooting', 0.07399317622184753), ('Fighting', 0.07383580505847931), ('Arrest', 0.07366444170475006), ('Stealing', 0.07330147922039032), ('Robbery', 0.07319686561822891), ('Arson', 0.07228817045688629), ('Shoplifting', 0.0718434676527977)]
RoadAccidents026: [('Vandalism', 0.07747003436088562), ('Road Accidents', 0.07706352323293686), ('Shoplifting', 0.07660670578479767), ('Burglary', 0.0748792365193367), ('Shooting', 0.0747806504368782), ('Abuse', 0.07473280280828476), ('Fighting', 0.07466737180948257), ('Assault', 0.07465574145317078), ('Explosion', 0.07458789646625519), ('Normal Videos', 0.0745619460940361), ('Stealing', 0.07408710569143295), ('Arson', 0.07389338314533234), ('Arrest', 0.07387571036815643), ('Robbery', 0.07175513356924057)]
RoadAccidents138: [('Robbery', 0.07388365268707275), ('Normal Videos', 0.07311626523733139), ('Vandalism', 0.07281491905450821), ('Burglary', 0.07268068939447403), ('Road Accidents', 0.0726495236158371), ('Stealing', 0.07225815206766129), ('Fighting', 0.07195641845464706), ('Shoplifting', 0.07180190831422806), ('Explosion', 0.07137944549322128), ('Shooting', 0.07119794934988022), ('Abuse', 0.07115930318832397), ('Arson', 0.07079939544200897), ('Assault', 0.06942974776029587), ('Arrest', 0.06942889839410782)]
RoadAccidents069: [('Explosion', 0.07514159381389618), ('Burglary', 0.07477863132953644), ('Road Accidents', 0.07454349845647812), ('Normal Videos', 0.07358156889677048), ('Shooting', 0.07351823896169662), ('Fighting', 0.07307726889848709), ('Assault', 0.07271283864974976), ('Arrest', 0.0723094567656517), ('Abuse', 0.07213681191205978), ('Robbery', 0.07185883820056915), ('Vandalism', 0.07181095331907272), ('Stealing', 0.07142151147127151), ('Arson', 0.07093845307826996), ('Shoplifting', 0.06564364582300186)]
RoadAccidents147: [('Vandalism', 0.07783792167901993), ('Assault', 0.0766267403960228), ('Shooting', 0.07602962851524353), ('Burglary', 0.07599081844091415), ('Road Accidents', 0.07596444338560104), ('Explosion', 0.07574514299631119), ('Fighting', 0.07573573291301727), ('Abuse', 0.07553733885288239), ('Arrest', 0.07525817304849625), ('Shoplifting', 0.07483936846256256), ('Stealing', 0.07427042722702026), ('Normal Videos', 0.07418321818113327), ('Robbery', 0.07412862032651901), ('Arson', 0.07193192839622498)]
RoadAccidents123: [('Road Accidents', 0.07511147111654282), ('Burglary', 0.07502621412277222), ('Normal Videos', 0.07473976165056229), ('Explosion', 0.07446908950805664), ('Shooting', 0.07405493408441544), ('Fighting', 0.07385773956775665), ('Assault', 0.07305964082479477), ('Abuse', 0.0729106068611145), ('Stealing', 0.07281611114740372), ('Arrest', 0.07261770963668823), ('Vandalism', 0.07237626612186432), ('Arson', 0.07141631096601486), ('Robbery', 0.07111947983503342), ('Shoplifting', 0.06594600528478622)]
RoadAccidents095: [('Shoplifting', 0.0811254233121872), ('Vandalism', 0.08091241121292114), ('Burglary', 0.07699437439441681), ('Road Accidents', 0.07632657140493393), ('Robbery', 0.07598882913589478), ('Explosion', 0.0754779800772667), ('Shooting', 0.07457199692726135), ('Fighting', 0.07446221262216568), ('Normal Videos', 0.07444469630718231), ('Assault', 0.0742369294166565), ('Abuse', 0.07396531850099564), ('Arrest', 0.07341822236776352), ('Stealing', 0.07293080538511276), ('Arson', 0.07168611139059067)]
RoadAccidents090: [('Road Accidents', 0.07644306123256683), ('Vandalism', 0.07610777020454407), ('Explosion', 0.07492505759000778), ('Burglary', 0.07465624064207077), ('Shoplifting', 0.07461641728878021), ('Robbery', 0.07427945733070374), ('Fighting', 0.07356923073530197), ('Normal Videos', 0.07340075075626373), ('Shooting', 0.07319354265928268), ('Abuse', 0.07280739396810532), ('Assault', 0.07264190912246704), ('Stealing', 0.07255131006240845), ('Arrest', 0.07219067215919495), ('Arson', 0.07155825197696686)]
RoadAccidents072: [('Burglary', 0.07622043788433075), ('Road Accidents', 0.07501819729804993), ('Explosion', 0.07461285591125488), ('Normal Videos', 0.07341402024030685), ('Fighting', 0.07316064834594727), ('Vandalism', 0.0731474980711937), ('Abuse', 0.07245934009552002), ('Shooting', 0.07190915197134018), ('Stealing', 0.07168760895729065), ('Assault', 0.0716548040509224), ('Arrest', 0.07148585468530655), ('Arson', 0.07079234719276428), ('Robbery', 0.07040321826934814), ('Shoplifting', 0.06558525562286377)]
RoadAccidents018: [('Explosion', 0.07566914707422256), ('Road Accidents', 0.07551956176757812), ('Burglary', 0.07506327331066132), ('Shooting', 0.07371624559164047), ('Fighting', 0.07330448925495148), ('Assault', 0.07318338751792908), ('Normal Videos', 0.07277020066976547), ('Arrest', 0.07254678010940552), ('Abuse', 0.07232819497585297), ('Arson', 0.07125034183263779), ('Vandalism', 0.07107128202915192), ('Stealing', 0.07082035392522812), ('Robbery', 0.06921380758285522), ('Shoplifting', 0.0627242922782898)]
RoadAccidents104: [('Explosion', 0.07532723248004913), ('Shoplifting', 0.07524173706769943), ('Vandalism', 0.07517772912979126), ('Road Accidents', 0.0749678984284401), ('Shooting', 0.07489284127950668), ('Normal Videos', 0.07485496252775192), ('Burglary', 0.07474405318498611), ('Robbery', 0.0745818093419075), ('Fighting', 0.07428628951311111), ('Assault', 0.07411044836044312), ('Abuse', 0.07393917441368103), ('Arrest', 0.07327578961849213), ('Stealing', 0.07318292558193207), ('Arson', 0.07109566777944565)]
RoadAccidents111: [('Burglary', 0.07780342549085617), ('Explosion', 0.07605264335870743), ('Road Accidents', 0.07539913058280945), ('Vandalism', 0.07417578995227814), ('Normal Videos', 0.0736079066991806), ('Assault', 0.07358201593160629), ('Shooting', 0.07357702404260635), ('Abuse', 0.07350067049264908), ('Fighting', 0.07322543859481812), ('Arrest', 0.07278956472873688), ('Arson', 0.0722241923213005), ('Stealing', 0.07134822756052017), ('Robbery', 0.07124819606542587), ('Shoplifting', 0.0661880150437355)]
RoadAccidents141: [('Vandalism', 0.07705630362033844), ('Burglary', 0.07703767716884613), ('Road Accidents', 0.07688583433628082), ('Assault', 0.0760330930352211), ('Explosion', 0.07557280361652374), ('Abuse', 0.07552950829267502), ('Fighting', 0.07544195652008057), ('Shooting', 0.0753883570432663), ('Arrest', 0.07512815296649933), ('Stealing', 0.07506752759218216), ('Normal Videos', 0.07433347404003143), ('Arson', 0.07351959496736526), ('Robbery', 0.07331710308790207), ('Shoplifting', 0.07230258733034134)]
RoadAccidents036: [('Burglary', 0.07689689844846725), ('Vandalism', 0.07597926259040833), ('Road Accidents', 0.07579848170280457), ('Explosion', 0.07527628540992737), ('Normal Videos', 0.07326275110244751), ('Robbery', 0.07307291030883789), ('Stealing', 0.07265758514404297), ('Fighting', 0.07245465368032455), ('Shooting', 0.07226064056158066), ('Assault', 0.07206898927688599), ('Abuse', 0.07204975932836533), ('Arrest', 0.07167550176382065), ('Arson', 0.07158312946557999), ('Shoplifting', 0.07045751065015793)]
RoadAccidents115: [('Road Accidents', 0.07570740580558777), ('Explosion', 0.07552076876163483), ('Burglary', 0.07506284862756729), ('Vandalism', 0.07468923926353455), ('Fighting', 0.07409903407096863), ('Shooting', 0.0740574300289154), ('Assault', 0.07397660613059998), ('Normal Videos', 0.07360360771417618), ('Arrest', 0.07351741939783096), ('Abuse', 0.07332020998001099), ('Stealing', 0.07245326042175293), ('Robbery', 0.07194643467664719), ('Arson', 0.0716436430811882), ('Shoplifting', 0.06962715834379196)]
