RoadAccidents055_x264: [('Accident, accident ', 0.32139182), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3197269), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29305834), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26482812), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.257609), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.2534225), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.21510439), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.21475267), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.21243846), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.20599487), ('Assault,attack, physical attack, aggression,violence, strike', 0.20560116), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.20433208), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.19698219), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.19336402)]
Arrest009_x264: [('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.4417615), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.42803463), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.38704753), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.3737937), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.36607087), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.3370223), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.32093954), ('Accident, accident ', 0.28470266), ('Assault,attack, physical attack, aggression,violence, strike', 0.25818488), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2383233), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.22917672), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.22431575), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.20614398), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.16676396)]
Arrest051_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.34138054), ('Accident, accident ', 0.3067406), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2854144), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.27444667), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.26606137), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.2607965), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.24137673), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.22054186), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.19404247), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.18718377), ('Assault,attack, physical attack, aggression,violence, strike', 0.18525827), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.16574955), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.16178836), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.15835598)]
Arrest032_x264: [('Assault,attack, physical attack, aggression,violence, strike', 0.45866254), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.4513501), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.42790627), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.40629506), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3786217), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.36663455), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.36306176), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.36238092), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.31706268), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.30856496), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.28985077), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.26377225), ('Accident, accident ', 0.25277948), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.18844664)]
Arrest049_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.38444883), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3456135), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.33335888), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.32766303), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.31548294), ('Assault,attack, physical attack, aggression,violence, strike', 0.29351032), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.28635246), ('Accident, accident ', 0.2623046), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.26015425), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.19115458), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.1750098), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.17392609), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.15761755), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.10703057)]
Arrest027_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.47913826), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.39315182), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.34727952), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.34665728), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.3385816), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.32855013), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.32615447), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3185616), ('Assault,attack, physical attack, aggression,violence, strike', 0.30974746), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.29831886), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.28728315), ('Accident, accident ', 0.26551512), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.24513489), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.19433933)]
Arrest020_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.39524657), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.33287412), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3237995), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.30628926), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.30470595), ('Accident, accident ', 0.29900873), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.27983025), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.26827562), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.2438773), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.22402352), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.22093523), ('Assault,attack, physical attack, aggression,violence, strike', 0.2124227), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.1931313), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.18436149)]
Arrest005_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.3706228), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.3608327), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.34534162), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.33789015), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.32342768), ('Accident, accident ', 0.31705794), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.30862734), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.23277524), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.21799499), ('Assault,attack, physical attack, aggression,violence, strike', 0.2179611), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2173158), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.18397352), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.16083017), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.15690354)]
Arrest039_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.29979545), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.27764505), ('Accident, accident ', 0.25442073), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.24757311), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.2410608), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.23662761), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.23310359), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.2291742), ('Assault,attack, physical attack, aggression,violence, strike', 0.20907228), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.2084223), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.16112311), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.14998522), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.13473982), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.12424503)]
Arrest012_x264: [('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.4425505), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.427624), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.42290634), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.3897203), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.371249), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.356887), ('Accident, accident ', 0.32362348), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.3000872), ('Assault,attack, physical attack, aggression,violence, strike', 0.2954813), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2904613), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.28012383), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.27269962), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.27115357), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.24759103)]
Arrest011_x264: [('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.37693965), ('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.31317228), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.31230488), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.29958552), ('Accident, accident ', 0.27801976), ('Assault,attack, physical attack, aggression,violence, strike', 0.27592355), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.27234128), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.26895887), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.2599525), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.25358176), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.2409618), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.23117211), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.2128082), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.18560831)]
Arrest010_x264: [('Vandalism,Vandalism,destruction, defacement, sabotage,graffiti, wrecking, ruin', 0.29063103), ('Arrest,detain, apprehend, capture, take into custody, seize,law enforcement, police, handcuffs, booking, incarceration, detention', 0.28900272), ('Accident, accident ', 0.22866468), ('Explosion,blast, detonation, eruption, blowup,bomb, burst, combustion, detonate, rupture, outburst', 0.22436997), ('Shoplifting,theft, pilfering, larceny, stealing,shop theft, retail theft, snatching, shop burglarizing, petty theft', 0.19771302), ('Fighting,brawling, combat, conflict, struggle, tussle,altercation, skirmish, clash, scuffle, fray, melee', 0.193886), ('Burglary,break-in, robbery, housebreaking, theft,intrusion, trespassing, stealing, larceny, heist, pilfering', 0.18341444), ('Stealing,theft, larceny, robbery, pilfering, thievery,embezzlement, burglary, shoplifting, swiping, looting, filching', 0.17990483), ('Robbery,theft, heist, larceny, hold-up, mugging,burglary, stealing, pilfering, banditry, thievery, looting', 0.17849562), ('Normal Videos,routine, ordinary, standard, typical, regular,everyday, usual, common, mundane, conventional, normalcy', 0.17690545), ('Arson,fire-raising, incendiarism, pyromania, torching,fire, blaze, ignition, burning, conflagration, fire-setting', 0.16102856), ('Shooting,gunfire, gunfight, gunplay, firing, discharge,firearm, bullet, shootout, sniper, marksman, ballistics', 0.1435235), ('Abuse,Abuse,maltreatment, mistreatment, cruelty, harm, exploitation, violence, harassment, injury, oppression, torment', 0.13928127), ('Assault,attack, physical attack, aggression,violence, strike', 0.13800071)]
