RoadAccidents055_x264: [('Road Accidents', 0.07655795), ('Vandalism', 0.07618109), ('Burglary', 0.07535075), ('Normal Videos', 0.07352999), ('Arson', 0.072182134), ('Explosion', 0.071565166), ('Robbery', 0.07052415), ('Shooting', 0.07033746), ('Abuse', 0.069441), ('Fighting', 0.069360316), ('Shoplifting', 0.0691673), ('Assault', 0.06883312), ('Arrest', 0.0687745), ('Stealing', 0.06819511)]
RoadAccidents107_x264: [('Road Accidents', 0.07687424), ('Vandalism', 0.07642934), ('Burglary', 0.07602198), ('Arson', 0.07312639), ('Normal Videos', 0.07207648), ('Shoplifting', 0.07198345), ('Explosion', 0.071632236), ('Robbery', 0.07096736), ('Fighting', 0.069644324), ('Shooting', 0.06921414), ('Abuse', 0.06899151), ('Stealing', 0.06779715), ('Assault', 0.06771248), ('Arrest', 0.06752894)]
RoadAccidents001_x264: [('Burglary', 0.07626341), ('Road Accidents', 0.0758446), ('Vandalism', 0.07476209), ('Arson', 0.07346406), ('Normal Videos', 0.07338272), ('Explosion', 0.07162356), ('Robbery', 0.071324654), ('Shoplifting', 0.07126319), ('Fighting', 0.06998211), ('Shooting', 0.069723606), ('Abuse', 0.068504624), ('Assault', 0.06801187), ('Arrest', 0.067945525), ('Stealing', 0.067904055)]
RoadAccidents028_x264: [('Vandalism', 0.07942241), ('Burglary', 0.07812629), ('Road Accidents', 0.07752568), ('Shoplifting', 0.07358515), ('Normal Videos', 0.073153615), ('Arson', 0.0729596), ('Robbery', 0.07154804), ('Explosion', 0.07102484), ('Shooting', 0.06819155), ('Fighting', 0.06796065), ('Abuse', 0.06688236), ('Arrest', 0.06685353), ('Stealing', 0.06663601), ('Assault', 0.066130206)]
RoadAccidents030_x264: [('Vandalism', 0.07865708), ('Burglary', 0.07778097), ('Road Accidents', 0.076764464), ('Shoplifting', 0.07487298), ('Arson', 0.073288575), ('Normal Videos', 0.07262186), ('Robbery', 0.07213033), ('Explosion', 0.07038334), ('Shooting', 0.06833713), ('Fighting', 0.06828143), ('Abuse', 0.06703185), ('Arrest', 0.06688751), ('Stealing', 0.06658449), ('Assault', 0.06637798)]
RoadAccidents004_x264: [('Vandalism', 0.07804689), ('Burglary', 0.077262685), ('Road Accidents', 0.07703231), ('Normal Videos', 0.07331742), ('Arson', 0.073076874), ('Shoplifting', 0.071702495), ('Explosion', 0.070970565), ('Robbery', 0.07042027), ('Shooting', 0.06933494), ('Fighting', 0.06933311), ('Abuse', 0.06785855), ('Arrest', 0.067493804), ('Stealing', 0.06714255), ('Assault', 0.06700751)]
RoadAccidents132_x264: [('Road Accidents', 0.07618076), ('Burglary', 0.074697904), ('Arson', 0.07437211), ('Vandalism', 0.07399712), ('Normal Videos', 0.07336461), ('Explosion', 0.07172827), ('Fighting', 0.07103041), ('Shoplifting', 0.070605434), ('Shooting', 0.070535555), ('Robbery', 0.06984269), ('Abuse', 0.06858967), ('Arrest', 0.068541124), ('Assault', 0.06842358), ('Stealing', 0.068090685)]
RoadAccidents106_x264: [('Road Accidents', 0.077502005), ('Burglary', 0.07687583), ('Vandalism', 0.076670766), ('Shoplifting', 0.075320944), ('Arson', 0.07418282), ('Normal Videos', 0.07171681), ('Robbery', 0.07150587), ('Explosion', 0.07048922), ('Fighting', 0.069044285), ('Shooting', 0.06839531), ('Abuse', 0.067792535), ('Stealing', 0.06728967), ('Arrest', 0.066690534), ('Assault', 0.06652343)]
RoadAccidents064_x264: [('Burglary', 0.07836038), ('Road Accidents', 0.07731346), ('Vandalism', 0.07680946), ('Arson', 0.073323645), ('Shoplifting', 0.07317002), ('Normal Videos', 0.072289415), ('Explosion', 0.071142554), ('Robbery', 0.071090624), ('Fighting', 0.0692001), ('Shooting', 0.068393156), ('Abuse', 0.06803802), ('Stealing', 0.06722766), ('Arrest', 0.06694162), ('Assault', 0.06669997)]
RoadAccidents050_x264: [('Vandalism', 0.07845225), ('Burglary', 0.07788425), ('Road Accidents', 0.077758156), ('Shoplifting', 0.07529423), ('Arson', 0.07363031), ('Normal Videos', 0.07263064), ('Robbery', 0.07169633), ('Explosion', 0.06999689), ('Fighting', 0.06825936), ('Shooting', 0.06811457), ('Abuse', 0.06753661), ('Stealing', 0.06666826), ('Arrest', 0.06626675), ('Assault', 0.06581141)]
RoadAccidents097_x264: [('Road Accidents', 0.07584181), ('Burglary', 0.074571654), ('Vandalism', 0.07412587), ('Normal Videos', 0.07410782), ('Arson', 0.07287577), ('Shoplifting', 0.07260764), ('Robbery', 0.0711976), ('Explosion', 0.070759155), ('Shooting', 0.0702909), ('Fighting', 0.06988548), ('Abuse', 0.06899706), ('Stealing', 0.06870499), ('Arrest', 0.06822546), ('Assault', 0.06780885)]
RoadAccidents026_x264: [('Road Accidents', 0.077559546), ('Vandalism', 0.07715024), ('Burglary', 0.07491448), ('Shoplifting', 0.074682936), ('Arson', 0.07370926), ('Robbery', 0.071088865), ('Explosion', 0.07100523), ('Normal Videos', 0.070410974), ('Fighting', 0.069044866), ('Abuse', 0.06902604), ('Shooting', 0.06854803), ('Arrest', 0.06818918), ('Stealing', 0.06734474), ('Assault', 0.067325704)]
RoadAccidents138_x264: [('Road Accidents', 0.07663788), ('Vandalism', 0.07540875), ('Burglary', 0.075231284), ('Shoplifting', 0.074755706), ('Arson', 0.07362288), ('Normal Videos', 0.07236763), ('Robbery', 0.072048485), ('Explosion', 0.070466794), ('Shooting', 0.06936337), ('Fighting', 0.06933725), ('Abuse', 0.06830444), ('Stealing', 0.0682385), ('Arrest', 0.067396976), ('Assault', 0.066820025)]
RoadAccidents069_x264: [('Vandalism', 0.07871714), ('Burglary', 0.07834428), ('Road Accidents', 0.077654645), ('Arson', 0.073273286), ('Normal Videos', 0.07212226), ('Shoplifting', 0.071898654), ('Robbery', 0.0713838), ('Explosion', 0.070620686), ('Shooting', 0.068977594), ('Fighting', 0.068687096), ('Abuse', 0.0676229), ('Arrest', 0.06718036), ('Assault', 0.06685586), ('Stealing', 0.066661425)]
RoadAccidents147_x264: [('Road Accidents', 0.0771429), ('Burglary', 0.075098604), ('Vandalism', 0.07494651), ('Arson', 0.074735805), ('Shoplifting', 0.07451713), ('Normal Videos', 0.07225497), ('Robbery', 0.07122665), ('Explosion', 0.07046077), ('Fighting', 0.06970581), ('Shooting', 0.06903524), ('Abuse', 0.06823096), ('Stealing', 0.06796319), ('Arrest', 0.067560524), ('Assault', 0.06712096)]
RoadAccidents123_x264: [('Vandalism', 0.0776136), ('Burglary', 0.07717422), ('Road Accidents', 0.07663124), ('Shoplifting', 0.07620667), ('Normal Videos', 0.074353956), ('Arson', 0.074274175), ('Robbery', 0.07209742), ('Explosion', 0.0696841), ('Shooting', 0.06853531), ('Fighting', 0.06789795), ('Stealing', 0.06709672), ('Abuse', 0.06691463), ('Arrest', 0.06591177), ('Assault', 0.0656083)]
RoadAccidents095_x264: [('Road Accidents', 0.07678405), ('Vandalism', 0.07567593), ('Burglary', 0.07502006), ('Normal Videos', 0.07380904), ('Arson', 0.07249082), ('Shoplifting', 0.07156052), ('Explosion', 0.07149784), ('Robbery', 0.070290394), ('Shooting', 0.070106894), ('Fighting', 0.070035), ('Abuse', 0.068817), ('Stealing', 0.06813995), ('Arrest', 0.06804245), ('Assault', 0.06773004)]
RoadAccidents090_x264: [('Road Accidents', 0.077960625), ('Vandalism', 0.07760988), ('Burglary', 0.07747474), ('Arson', 0.07396036), ('Shoplifting', 0.07382576), ('Normal Videos', 0.07141225), ('Robbery', 0.07132625), ('Explosion', 0.07088428), ('Fighting', 0.0688979), ('Shooting', 0.06873226), ('Abuse', 0.06791422), ('Stealing', 0.06688677), ('Arrest', 0.06663861), ('Assault', 0.0664761)]
RoadAccidents072_x264: [('Vandalism', 0.08084162), ('Burglary', 0.08003915), ('Road Accidents', 0.07758153), ('Shoplifting', 0.07603403), ('Arson', 0.07398642), ('Normal Videos', 0.07182578), ('Robbery', 0.07160303), ('Explosion', 0.07035385), ('Fighting', 0.06718445), ('Shooting', 0.0668694), ('Abuse', 0.06654875), ('Arrest', 0.06596336), ('Stealing', 0.06595379), ('Assault', 0.06521484)]
RoadAccidents018_x264: [('Road Accidents', 0.07539956), ('Burglary', 0.074935645), ('Arson', 0.073698424), ('Explosion', 0.0731351), ('Normal Videos', 0.072651684), ('Vandalism', 0.07248875), ('Fighting', 0.07181695), ('Shooting', 0.07136989), ('Assault', 0.06989221), ('Arrest', 0.06978184), ('Abuse', 0.06945906), ('Robbery', 0.06917797), ('Stealing', 0.069122046), ('Shoplifting', 0.06707086)]
RoadAccidents104_x264: [('Road Accidents', 0.07565055), ('Vandalism', 0.075633325), ('Burglary', 0.07540931), ('Arson', 0.0743942), ('Shoplifting', 0.07408626), ('Normal Videos', 0.072664805), ('Robbery', 0.07113026), ('Explosion', 0.0707427), ('Fighting', 0.069948256), ('Shooting', 0.06914323), ('Abuse', 0.06851443), ('Stealing', 0.068230905), ('Arrest', 0.06746222), ('Assault', 0.06698957)]
RoadAccidents111_x264: [('Burglary', 0.07661104), ('Vandalism', 0.07616692), ('Road Accidents', 0.07574425), ('Normal Videos', 0.074909665), ('Shoplifting', 0.07262386), ('Arson', 0.07261177), ('Robbery', 0.071224384), ('Explosion', 0.07089632), ('Shooting', 0.06951001), ('Fighting', 0.06935637), ('Abuse', 0.068164796), ('Stealing', 0.06796604), ('Arrest', 0.06752371), ('Assault', 0.066690885)]
RoadAccidents141_x264: [('Road Accidents', 0.077929854), ('Vandalism', 0.07673858), ('Burglary', 0.07627427), ('Arson', 0.07346403), ('Normal Videos', 0.07343799), ('Explosion', 0.07174685), ('Shoplifting', 0.0714632), ('Robbery', 0.069893114), ('Shooting', 0.0696183), ('Fighting', 0.06897874), ('Abuse', 0.068865076), ('Assault', 0.067444414), ('Arrest', 0.06737788), ('Stealing', 0.06676764)]
RoadAccidents036_x264: [('Vandalism', 0.08053475), ('Burglary', 0.078265324), ('Shoplifting', 0.077436425), ('Road Accidents', 0.076890565), ('Arson', 0.07372169), ('Robbery', 0.07295533), ('Normal Videos', 0.07273583), ('Explosion', 0.06946979), ('Fighting', 0.06740364), ('Shooting', 0.0671909), ('Abuse', 0.06638162), ('Stealing', 0.06610418), ('Arrest', 0.06580389), ('Assault', 0.06510609)]
RoadAccidents115_x264: [('Road Accidents', 0.07687315), ('Burglary', 0.07547621), ('Vandalism', 0.07407132), ('Normal Videos', 0.07297068), ('Arson', 0.07293471), ('Explosion', 0.071788944), ('Fighting', 0.07069787), ('Robbery', 0.070343696), ('Shooting', 0.07033336), ('Shoplifting', 0.069910966), ('Abuse', 0.06914924), ('Assault', 0.068664625), ('Arrest', 0.06848502), ('Stealing', 0.06830012)]
RoadAccidents150_x264: [('Vandalism', 0.077282004), ('Road Accidents', 0.07633689), ('Burglary', 0.076074414), ('Shoplifting', 0.07508685), ('Normal Videos', 0.074053936), ('Arson', 0.0730472), ('Robbery', 0.072238564), ('Explosion', 0.07040558), ('Shooting', 0.0687484), ('Fighting', 0.06864975), ('Abuse', 0.067633554), ('Stealing', 0.06749925), ('Arrest', 0.06666327), ('Assault', 0.06628031)]
RoadAccidents083_x264: [('Shoplifting', 0.07931667), ('Vandalism', 0.07909502), ('Burglary', 0.07818082), ('Road Accidents', 0.07663379), ('Arson', 0.0765904), ('Robbery', 0.07303757), ('Normal Videos', 0.07258599), ('Explosion', 0.069229566), ('Fighting', 0.06722559), ('Shooting', 0.066470966), ('Stealing', 0.06638557), ('Abuse', 0.06638002), ('Arrest', 0.06481337), ('Assault', 0.06405466)]
RoadAccidents130_x264: [('Vandalism', 0.079280935), ('Road Accidents', 0.07732215), ('Burglary', 0.07731197), ('Shoplifting', 0.077041), ('Normal Videos', 0.07391259), ('Arson', 0.072898515), ('Robbery', 0.07200722), ('Explosion', 0.06962129), ('Fighting', 0.06771997), ('Shooting', 0.067704216), ('Abuse', 0.06705211), ('Stealing', 0.06638074), ('Arrest', 0.06619198), ('Assault', 0.06555531)]
RoadAccidents108_x264: [('Road Accidents', 0.07556145), ('Vandalism', 0.07399874), ('Normal Videos', 0.07393179), ('Shoplifting', 0.073865965), ('Arson', 0.07342095), ('Burglary', 0.07339594), ('Robbery', 0.07108827), ('Explosion', 0.07076006), ('Fighting', 0.07040903), ('Shooting', 0.06976946), ('Stealing', 0.069061175), ('Abuse', 0.068935305), ('Arrest', 0.068114005), ('Assault', 0.067687854)]
RoadAccidents121_x264: [('Vandalism', 0.07772775), ('Burglary', 0.077715784), ('Road Accidents', 0.077640325), ('Shoplifting', 0.074896306), ('Arson', 0.07338938), ('Normal Videos', 0.072673246), ('Robbery', 0.07178156), ('Explosion', 0.0708737), ('Fighting', 0.06806777), ('Shooting', 0.067901574), ('Abuse', 0.06778611), ('Stealing', 0.06704393), ('Arrest', 0.06646811), ('Assault', 0.06603441)]
RoadAccidents013_x264: [('Road Accidents', 0.07616655), ('Burglary', 0.07548511), ('Vandalism', 0.075133026), ('Normal Videos', 0.07389959), ('Arson', 0.07371058), ('Shoplifting', 0.073449954), ('Robbery', 0.07216724), ('Explosion', 0.070428066), ('Shooting', 0.06924982), ('Fighting', 0.06917384), ('Abuse', 0.06821291), ('Stealing', 0.06818144), ('Arrest', 0.067839526), ('Assault', 0.06690239)]
RoadAccidents035_x264: [('Vandalism', 0.08090714), ('Burglary', 0.07873511), ('Shoplifting', 0.077756524), ('Road Accidents', 0.07626909), ('Arson', 0.07405759), ('Normal Videos', 0.07311633), ('Robbery', 0.07285957), ('Explosion', 0.07006992), ('Fighting', 0.06708341), ('Shooting', 0.06689421), ('Stealing', 0.0663057), ('Abuse', 0.066035785), ('Arrest', 0.065590315), ('Assault', 0.06431927)]
RoadAccidents109_x264: [('Vandalism', 0.07811518), ('Road Accidents', 0.07774812), ('Burglary', 0.076968975), ('Shoplifting', 0.07654158), ('Arson', 0.074822314), ('Normal Videos', 0.07205357), ('Robbery', 0.07171544), ('Explosion', 0.07014452), ('Shooting', 0.067782275), ('Fighting', 0.06762167), ('Abuse', 0.06712055), ('Arrest', 0.06682632), ('Assault', 0.06627628), ('Stealing', 0.06626325)]
RoadAccidents062_x264: [('Road Accidents', 0.07571597), ('Burglary', 0.075237155), ('Vandalism', 0.075179234), ('Shoplifting', 0.07472308), ('Normal Videos', 0.07392928), ('Arson', 0.07377996), ('Robbery', 0.07174681), ('Explosion', 0.06998019), ('Fighting', 0.06940006), ('Shooting', 0.06919197), ('Abuse', 0.0684847), ('Stealing', 0.06831647), ('Arrest', 0.06742216), ('Assault', 0.06689294)]
RoadAccidents009_x264: [('Burglary', 0.07819632), ('Road Accidents', 0.07753591), ('Vandalism', 0.07685513), ('Arson', 0.075169064), ('Shoplifting', 0.07403759), ('Normal Videos', 0.0719694), ('Robbery', 0.07151406), ('Explosion', 0.07042301), ('Fighting', 0.06886229), ('Shooting', 0.068081304), ('Abuse', 0.06721663), ('Arrest', 0.06686691), ('Stealing', 0.06666427), ('Assault', 0.06660815)]
RoadAccidents151_x264: [('Road Accidents', 0.0778741), ('Vandalism', 0.076203264), ('Burglary', 0.07450856), ('Normal Videos', 0.07300278), ('Shoplifting', 0.07219346), ('Arson', 0.0721432), ('Robbery', 0.07103443), ('Explosion', 0.070145), ('Shooting', 0.06999085), ('Fighting', 0.06994984), ('Abuse', 0.06912725), ('Arrest', 0.068127416), ('Stealing', 0.067992784), ('Assault', 0.067707084)]
RoadAccidents136_x264: [('Road Accidents', 0.07617442), ('Vandalism', 0.07601876), ('Burglary', 0.075590774), ('Normal Videos', 0.07351517), ('Arson', 0.0727412), ('Explosion', 0.07181373), ('Shoplifting', 0.07173645), ('Robbery', 0.07083188), ('Shooting', 0.06959234), ('Fighting', 0.069341294), ('Abuse', 0.069057465), ('Stealing', 0.06815008), ('Assault', 0.067784965), ('Arrest', 0.06765147)]
RoadAccidents015_x264: [('Vandalism', 0.0799926), ('Shoplifting', 0.07778214), ('Burglary', 0.07733428), ('Road Accidents', 0.07703182), ('Arson', 0.073325455), ('Robbery', 0.072814405), ('Normal Videos', 0.072398625), ('Explosion', 0.06958228), ('Fighting', 0.06766881), ('Abuse', 0.067411125), ('Stealing', 0.067014426), ('Shooting', 0.06691433), ('Arrest', 0.06579345), ('Assault', 0.06493629)]
RoadAccidents014_x264: [('Road Accidents', 0.07809795), ('Vandalism', 0.07808737), ('Shoplifting', 0.07707133), ('Burglary', 0.076681755), ('Arson', 0.07491252), ('Normal Videos', 0.07281577), ('Robbery', 0.071488895), ('Explosion', 0.069939), ('Fighting', 0.06802225), ('Shooting', 0.067901306), ('Abuse', 0.06735794), ('Stealing', 0.06655871), ('Arrest', 0.0655464), ('Assault', 0.06551881)]
RoadAccidents081_x264: [('Road Accidents', 0.07657143), ('Burglary', 0.075916864), ('Vandalism', 0.07533199), ('Arson', 0.073662676), ('Explosion', 0.072148606), ('Normal Videos', 0.07192723), ('Robbery', 0.07099907), ('Shooting', 0.070245914), ('Shoplifting', 0.07009983), ('Fighting', 0.070051394), ('Abuse', 0.06895633), ('Arrest', 0.06828305), ('Assault', 0.068038516), ('Stealing', 0.0677671)]
RoadAccidents093_x264: [('Road Accidents', 0.07744104), ('Vandalism', 0.07583998), ('Burglary', 0.07476252), ('Normal Videos', 0.07283517), ('Shoplifting', 0.07282016), ('Arson', 0.072445355), ('Explosion', 0.07117892), ('Robbery', 0.07087709), ('Fighting', 0.069921136), ('Abuse', 0.06931344), ('Shooting', 0.0692118), ('Stealing', 0.06795128), ('Arrest', 0.06771637), ('Assault', 0.06768566)]
RoadAccidents067_x264: [('Vandalism', 0.07801532), ('Burglary', 0.07769852), ('Road Accidents', 0.07659465), ('Shoplifting', 0.075026564), ('Arson', 0.07323445), ('Normal Videos', 0.07311055), ('Robbery', 0.07261675), ('Explosion', 0.07039512), ('Shooting', 0.06839418), ('Fighting', 0.06806223), ('Abuse', 0.067230225), ('Stealing', 0.06682403), ('Arrest', 0.066762306), ('Assault', 0.0660351)]
RoadAccidents066_x264: [('Road Accidents', 0.07834368), ('Vandalism', 0.0768754), ('Burglary', 0.07641551), ('Arson', 0.07444635), ('Explosion', 0.072270855), ('Shoplifting', 0.071892515), ('Normal Videos', 0.07091817), ('Robbery', 0.069766566), ('Fighting', 0.06909606), ('Shooting', 0.06858097), ('Abuse', 0.06847641), ('Arrest', 0.06808568), ('Assault', 0.06798959), ('Stealing', 0.06684223)]
RoadAccidents052_x264: [('Burglary', 0.07770738), ('Road Accidents', 0.07701727), ('Vandalism', 0.07529502), ('Explosion', 0.07296928), ('Arson', 0.072519675), ('Normal Videos', 0.07251392), ('Fighting', 0.07011408), ('Robbery', 0.06982037), ('Abuse', 0.06926854), ('Shooting', 0.06921834), ('Shoplifting', 0.06873451), ('Assault', 0.068524875), ('Arrest', 0.06827118), ('Stealing', 0.06802556)]
RoadAccidents059_x264: [('Road Accidents', 0.077024266), ('Burglary', 0.07484782), ('Vandalism', 0.07378431), ('Normal Videos', 0.073118016), ('Arson', 0.072486326), ('Explosion', 0.07245217), ('Fighting', 0.07127047), ('Shooting', 0.0706675), ('Abuse', 0.069585934), ('Robbery', 0.06941827), ('Assault', 0.069262855), ('Shoplifting', 0.069037095), ('Arrest', 0.06884645), ('Stealing', 0.06819851)]
RoadAccidents105_x264: [('Vandalism', 0.0799156), ('Shoplifting', 0.07958196), ('Road Accidents', 0.07703315), ('Burglary', 0.076697886), ('Arson', 0.075347394), ('Robbery', 0.0726471), ('Normal Videos', 0.07239482), ('Explosion', 0.0688464), ('Fighting', 0.067247905), ('Abuse', 0.06696838), ('Shooting', 0.0669238), ('Stealing', 0.06635233), ('Arrest', 0.06525732), ('Assault', 0.06478597)]
RoadAccidents038_x264: [('Vandalism', 0.07821686), ('Burglary', 0.07678999), ('Road Accidents', 0.07626497), ('Normal Videos', 0.074247375), ('Shoplifting', 0.073502444), ('Arson', 0.07281135), ('Robbery', 0.07110484), ('Explosion', 0.07086215), ('Shooting', 0.068830475), ('Fighting', 0.06876683), ('Abuse', 0.06768234), ('Stealing', 0.067232475), ('Arrest', 0.067053325), ('Assault', 0.06663462)]
RoadAccidents040_x264: [('Road Accidents', 0.076076165), ('Normal Videos', 0.07380214), ('Vandalism', 0.07340651), ('Arson', 0.0729306), ('Burglary', 0.072372004), ('Explosion', 0.071473494), ('Fighting', 0.07114367), ('Shooting', 0.07096374), ('Robbery', 0.07048612), ('Shoplifting', 0.07022402), ('Abuse', 0.07010127), ('Stealing', 0.06950296), ('Arrest', 0.068791434), ('Assault', 0.06872585)]
RoadAccidents101_x264: [('Road Accidents', 0.077345826), ('Burglary', 0.07534332), ('Vandalism', 0.075007), ('Explosion', 0.0726241), ('Arson', 0.07234229), ('Normal Videos', 0.07187725), ('Shooting', 0.07054045), ('Fighting', 0.070187524), ('Abuse', 0.07000861), ('Robbery', 0.06985819), ('Assault', 0.06919916), ('Arrest', 0.068990715), ('Stealing', 0.068401374), ('Shoplifting', 0.06827411)]
RoadAccidents089_x264: [('Vandalism', 0.078198224), ('Road Accidents', 0.077598676), ('Burglary', 0.07635213), ('Shoplifting', 0.07542238), ('Normal Videos', 0.0735028), ('Arson', 0.07334475), ('Robbery', 0.07161776), ('Explosion', 0.07063), ('Fighting', 0.068078585), ('Shooting', 0.06796291), ('Abuse', 0.06786933), ('Stealing', 0.06677161), ('Arrest', 0.06644586), ('Assault', 0.06620505)]
RoadAccidents082_x264: [('Vandalism', 0.079019435), ('Road Accidents', 0.07882756), ('Burglary', 0.077820666), ('Shoplifting', 0.07690939), ('Arson', 0.07413944), ('Normal Videos', 0.0722743), ('Robbery', 0.07222671), ('Explosion', 0.069420375), ('Abuse', 0.06752845), ('Shooting', 0.067373335), ('Fighting', 0.06733211), ('Stealing', 0.06638758), ('Arrest', 0.06545216), ('Assault', 0.06528854)]
