RoadAccidents055_x264: [('Road Accidents', 0.6942875), ('Vandalism', 0.6893528), ('Burglary', 0.67839336), ('Normal Videos', 0.6539328), ('Arson', 0.6354321), ('Explosion', 0.6268479), ('Robbery', 0.61219466), ('Shooting', 0.60954404), ('Abuse', 0.596717), ('Fighting', 0.59555435), ('Shoplifting', 0.5927677), ('Assault', 0.58792454), ('Arrest', 0.58707255), ('Stealing', 0.5786124)]
RoadAccidents107_x264: [('Road Accidents', 0.681701), ('Vandalism', 0.67589676), ('Burglary', 0.6705526), ('Arson', 0.63171947), ('Normal Videos', 0.61725783), ('Shoplifting', 0.6159664), ('Explosion', 0.6110754), ('Robbery', 0.60175025), ('Fighting', 0.5829314), ('Shooting', 0.5767354), ('Abuse', 0.5735136), ('Stealing', 0.5560503), ('Assault', 0.5548007), ('Arrest', 0.5520865)]
RoadAccidents001_x264: [('Burglary', 0.5718824), ('Road Accidents', 0.5663757), ('Vandalism', 0.5520001), ('Arson', 0.5344854), ('Normal Videos', 0.53337765), ('Explosion', 0.5091132), ('Robbery', 0.5049311), ('Shoplifting', 0.504069), ('Fighting', 0.48592877), ('Shooting', 0.48222807), ('Abuse', 0.46459037), ('Assault', 0.45737135), ('Arrest', 0.4563954), ('Stealing', 0.45578486)]
RoadAccidents028_x264: [('Vandalism', 0.596519), ('Burglary', 0.580065), ('Road Accidents', 0.57234776), ('Shoplifting', 0.5201817), ('Normal Videos', 0.5143), ('Arson', 0.51164436), ('Robbery', 0.49210757), ('Explosion', 0.4847682), ('Shooting', 0.44405913), ('Fighting', 0.44066733), ('Abuse', 0.42467362), ('Arrest', 0.42424262), ('Stealing', 0.42098367), ('Assault', 0.41336405)]
RoadAccidents030_x264: [('Vandalism', 0.5406776), ('Burglary', 0.52947664), ('Road Accidents', 0.5163218), ('Shoplifting', 0.49137297), ('Arson', 0.46998465), ('Normal Videos', 0.4608459), ('Robbery', 0.4540546), ('Explosion', 0.42953646), ('Shooting', 0.40003312), ('Fighting', 0.39921775), ('Abuse', 0.3807478), ('Arrest', 0.3785922), ('Stealing', 0.37405163), ('Assault', 0.37094536)]
RoadAccidents004_x264: [('Vandalism', 0.593547), ('Burglary', 0.5834483), ('Road Accidents', 0.5804622), ('Normal Videos', 0.5310355), ('Arson', 0.5277492), ('Shoplifting', 0.5087627), ('Explosion', 0.49850243), ('Robbery', 0.49071833), ('Shooting', 0.47518617), ('Fighting', 0.47515976), ('Abuse', 0.45366254), ('Arrest', 0.44827306), ('Stealing', 0.44305527), ('Assault', 0.441042)]
RoadAccidents132_x264: [('Road Accidents', 0.57015586), ('Burglary', 0.5504989), ('Arson', 0.54612786), ('Vandalism', 0.54107296), ('Normal Videos', 0.53248847), ('Explosion', 0.5099318), ('Fighting', 0.500155), ('Shoplifting', 0.49415404), ('Shooting', 0.49316376), ('Robbery', 0.4832923), ('Abuse', 0.46518892), ('Arrest', 0.46448085), ('Assault', 0.46276432), ('Stealing', 0.4578873)]
RoadAccidents106_x264: [('Road Accidents', 0.53419197), ('Burglary', 0.5260796), ('Vandalism', 0.52340865), ('Shoplifting', 0.50564635), ('Arson', 0.4904208), ('Normal Videos', 0.45661327), ('Robbery', 0.4536677), ('Explosion', 0.439348), ('Fighting', 0.41863626), ('Shooting', 0.40919244), ('Abuse', 0.4003402), ('Stealing', 0.39289498), ('Arrest', 0.3839512), ('Assault', 0.3814424)]
RoadAccidents064_x264: [('Burglary', 0.58291775), ('Road Accidents', 0.5694674), ('Vandalism', 0.5629271), ('Arson', 0.5164824), ('Shoplifting', 0.5143851), ('Normal Videos', 0.502277), ('Explosion', 0.48628503), ('Robbery', 0.48555475), ('Fighting', 0.45860165), ('Shooting', 0.44687212), ('Abuse', 0.44166592), ('Stealing', 0.42968416), ('Arrest', 0.42542025), ('Assault', 0.42180386)]
RoadAccidents050_x264: [('Vandalism', 0.56025827), ('Burglary', 0.55299187), ('Road Accidents', 0.5513715), ('Shoplifting', 0.51917154), ('Arson', 0.49682492), ('Normal Videos', 0.48315495), ('Robbery', 0.47020772), ('Explosion', 0.44621897), ('Fighting', 0.4210826), ('Shooting', 0.41895926), ('Abuse', 0.41043782), ('Stealing', 0.39749706), ('Arrest', 0.39145643), ('Assault', 0.38456136)]
RoadAccidents097_x264: [('Road Accidents', 0.56598717), ('Burglary', 0.549098), ('Vandalism', 0.54310215), ('Normal Videos', 0.5428585), ('Arson', 0.5260936), ('Shoplifting', 0.52240753), ('Robbery', 0.5027966), ('Explosion', 0.49661937), ('Shooting', 0.4899798), ('Fighting', 0.48419532), ('Abuse', 0.47140142), ('Stealing', 0.46715933), ('Arrest', 0.46015525), ('Assault', 0.45403028)]
RoadAccidents026_x264: [('Road Accidents', 0.38816732), ('Vandalism', 0.38287604), ('Burglary', 0.35346845), ('Shoplifting', 0.350373), ('Arson', 0.33724973), ('Robbery', 0.3010521), ('Explosion', 0.2998749), ('Normal Videos', 0.29147053), ('Fighting', 0.27187783), ('Abuse', 0.27160507), ('Shooting', 0.26465604), ('Arrest', 0.25940728), ('Stealing', 0.2469461), ('Assault', 0.24666344)]
RoadAccidents138_x264: [('Road Accidents', 0.591973), ('Vandalism', 0.5758049), ('Burglary', 0.57344866), ('Shoplifting', 0.56710714), ('Arson', 0.5518374), ('Normal Videos', 0.5346406), ('Robbery', 0.53022087), ('Explosion', 0.50802314), ('Shooting', 0.4922405), ('Fighting', 0.4918638), ('Abuse', 0.47685638), ('Stealing', 0.4758904), ('Arrest', 0.4634817), ('Assault', 0.45488435)]
RoadAccidents069_x264: [('Vandalism', 0.6252377), ('Burglary', 0.6204897), ('Road Accidents', 0.61164814), ('Arson', 0.55357283), ('Normal Videos', 0.53773946), ('Shoplifting', 0.5346343), ('Robbery', 0.52744764), ('Explosion', 0.5166999), ('Shooting', 0.49315855), ('Fighting', 0.48893803), ('Abuse', 0.47332337), ('Arrest', 0.46675766), ('Assault', 0.4619158), ('Stealing', 0.45900318)]
RoadAccidents147_x264: [('Road Accidents', 0.47917694), ('Burglary', 0.45231932), ('Vandalism', 0.450292), ('Arson', 0.44747669), ('Shoplifting', 0.4445464), ('Normal Videos', 0.41371852), ('Robbery', 0.3993844), ('Explosion', 0.38857344), ('Fighting', 0.377801), ('Shooting', 0.36813444), ('Abuse', 0.3564157), ('Stealing', 0.35248363), ('Arrest', 0.34654123), ('Assault', 0.3400138)]
RoadAccidents123_x264: [('Vandalism', 0.51249236), ('Burglary', 0.50681514), ('Road Accidents', 0.49975455), ('Shoplifting', 0.49419868), ('Normal Videos', 0.4695866), ('Arson', 0.46851298), ('Robbery', 0.43876797), ('Explosion', 0.40472192), ('Shooting', 0.38809884), ('Fighting', 0.3787556), ('Stealing', 0.36688483), ('Abuse', 0.36416733), ('Arrest', 0.3490668), ('Assault', 0.34445196)]
RoadAccidents095_x264: [('Road Accidents', 0.6584481), ('Vandalism', 0.64391124), ('Burglary', 0.6352067), ('Normal Videos', 0.61893237), ('Arson', 0.6009111), ('Shoplifting', 0.5879946), ('Explosion', 0.5871184), ('Robbery', 0.57008624), ('Shooting', 0.5674722), ('Fighting', 0.5664463), ('Abuse', 0.5489019), ('Stealing', 0.53901476), ('Arrest', 0.5375829), ('Assault', 0.5329809)]
RoadAccidents090_x264: [('Road Accidents', 0.5892331), ('Vandalism', 0.58472395), ('Burglary', 0.5829812), ('Arson', 0.53655845), ('Shoplifting', 0.534737), ('Normal Videos', 0.50149864), ('Robbery', 0.50029355), ('Explosion', 0.49407792), ('Fighting', 0.46565494), ('Shooting', 0.46324795), ('Abuse', 0.45127457), ('Stealing', 0.43603036), ('Arrest', 0.43231338), ('Assault', 0.42987168)]
RoadAccidents072_x264: [('Vandalism', 0.5181437), ('Burglary', 0.5081676), ('Road Accidents', 0.47698113), ('Shoplifting', 0.45683283), ('Arson', 0.42953324), ('Normal Videos', 0.3998952), ('Robbery', 0.3967891), ('Explosion', 0.37918925), ('Fighting', 0.33309352), ('Shooting', 0.32839322), ('Abuse', 0.3235864), ('Arrest', 0.31475115), ('Stealing', 0.31460607), ('Assault', 0.30333883)]
RoadAccidents018_x264: [('Road Accidents', 0.65968555), ('Burglary', 0.6535137), ('Arson', 0.6368655), ('Explosion', 0.62919253), ('Normal Videos', 0.6225606), ('Vandalism', 0.62031543), ('Fighting', 0.61100465), ('Shooting', 0.60476005), ('Assault', 0.5838383), ('Arrest', 0.58225787), ('Abuse', 0.5776215), ('Robbery', 0.57356656), ('Stealing', 0.57275784), ('Shoplifting', 0.5426337)]
RoadAccidents104_x264: [('Road Accidents', 0.49370518), ('Vandalism', 0.49347743), ('Burglary', 0.49051118), ('Arson', 0.47695842), ('Shoplifting', 0.47281057), ('Normal Videos', 0.45343757), ('Robbery', 0.43209335), ('Explosion', 0.4266297), ('Fighting', 0.41533625), ('Shooting', 0.40376055), ('Abuse', 0.3946248), ('Stealing', 0.39047807), ('Arrest', 0.37914822), ('Assault', 0.3721174)]
RoadAccidents111_x264: [('Burglary', 0.544392), ('Vandalism', 0.53857803), ('Road Accidents', 0.5330133), ('Normal Videos', 0.5219336), ('Shoplifting', 0.49094424), ('Arson', 0.49077785), ('Robbery', 0.47148603), ('Explosion', 0.46686924), ('Shooting', 0.44712156), ('Fighting', 0.4449088), ('Abuse', 0.42757905), ('Stealing', 0.42465892), ('Arrest', 0.4181295), ('Assault', 0.405719)]
RoadAccidents141_x264: [('Road Accidents', 0.63453937), ('Vandalism', 0.6191349), ('Burglary', 0.61306584), ('Arson', 0.5755261), ('Normal Videos', 0.5751716), ('Explosion', 0.55187416), ('Shoplifting', 0.54791284), ('Robbery', 0.5256974), ('Shooting', 0.52175766), ('Fighting', 0.51252866), ('Abuse', 0.5108794), ('Assault', 0.49003395), ('Arrest', 0.48904708), ('Stealing', 0.47994885)]
RoadAccidents036_x264: [('Vandalism', 0.43657288), ('Burglary', 0.40798882), ('Shoplifting', 0.3973414), ('Road Accidents', 0.3902673), ('Arson', 0.34818122), ('Robbery', 0.33773154), ('Normal Videos', 0.33471823), ('Explosion', 0.28877607), ('Fighting', 0.2585831), ('Shooting', 0.25542197), ('Abuse', 0.24330434), ('Stealing', 0.23911622), ('Arrest', 0.2345631), ('Assault', 0.22390214)]
RoadAccidents115_x264: [('Road Accidents', 0.6443893), ('Burglary', 0.62605006), ('Vandalism', 0.60726094), ('Normal Videos', 0.5922903), ('Arson', 0.5917972), ('Explosion', 0.5759631), ('Fighting', 0.56064796), ('Robbery', 0.5556258), ('Shooting', 0.5554788), ('Shoplifting', 0.54945505), ('Abuse', 0.5384997), ('Assault', 0.5314667), ('Arrest', 0.5288476), ('Stealing', 0.526144)]
RoadAccidents150_x264: [('Vandalism', 0.53530204), ('Road Accidents', 0.52299726), ('Burglary', 0.51955295), ('Shoplifting', 0.5064863), ('Normal Videos', 0.4926346), ('Arson', 0.47894675), ('Robbery', 0.46781498), ('Explosion', 0.44211346), ('Shooting', 0.4182943), ('Fighting', 0.41685835), ('Abuse', 0.40194517), ('Stealing', 0.39995745), ('Arrest', 0.387495), ('Assault', 0.3817338)]
RoadAccidents083_x264: [('Shoplifting', 0.41961455), ('Vandalism', 0.41681612), ('Burglary', 0.4051906), ('Road Accidents', 0.38520432), ('Arson', 0.38463795), ('Robbery', 0.33714026), ('Normal Videos', 0.33093825), ('Explosion', 0.2835943), ('Fighting', 0.25422025), ('Shooting', 0.24293149), ('Stealing', 0.24164586), ('Abuse', 0.24156235), ('Arrest', 0.21767807), ('Assault', 0.20590308)]
RoadAccidents130_x264: [('Vandalism', 0.53374755), ('Road Accidents', 0.5087303), ('Burglary', 0.5085987), ('Shoplifting', 0.5050876), ('Normal Videos', 0.46363306), ('Arson', 0.44981807), ('Robbery', 0.43751624), ('Explosion', 0.40382022), ('Fighting', 0.37613097), ('Shooting', 0.3758983), ('Abuse', 0.36621997), ('Stealing', 0.35615677), ('Arrest', 0.35330912), ('Assault', 0.34364414)]
RoadAccidents108_x264: [('Road Accidents', 0.5056683), ('Vandalism', 0.4847701), ('Normal Videos', 0.48386502), ('Shoplifting', 0.4829742), ('Arson', 0.47693133), ('Burglary', 0.4765907), ('Robbery', 0.44464436), ('Explosion', 0.44001678), ('Fighting', 0.43504363), ('Shooting', 0.42591834), ('Stealing', 0.4157147), ('Abuse', 0.41389048), ('Arrest', 0.40190488), ('Assault', 0.3956288)]
RoadAccidents121_x264: [('Vandalism', 0.56987906), ('Burglary', 0.56972516), ('Road Accidents', 0.56875366), ('Shoplifting', 0.53277135), ('Arson', 0.512446), ('Normal Videos', 0.50264), ('Robbery', 0.4902943), ('Explosion', 0.47756612), ('Fighting', 0.43717048), ('Shooting', 0.43472594), ('Abuse', 0.4330241), ('Stealing', 0.42201477), ('Arrest', 0.41338903), ('Assault', 0.4068426)]
RoadAccidents013_x264: [('Road Accidents', 0.59178966), ('Burglary', 0.5828028), ('Vandalism', 0.5781275), ('Normal Videos', 0.5615746), ('Arson', 0.5590137), ('Shoplifting', 0.55547154), ('Robbery', 0.53785354), ('Explosion', 0.51345915), ('Shooting', 0.49658787), ('Fighting', 0.49549007), ('Abuse', 0.48150122), ('Stealing', 0.48103967), ('Arrest', 0.4760123), ('Assault', 0.462102)]
RoadAccidents035_x264: [('Vandalism', 0.5281662), ('Burglary', 0.5009533), ('Shoplifting', 0.48844647), ('Road Accidents', 0.46913177), ('Arson', 0.439707), ('Normal Videos', 0.4269158), ('Robbery', 0.42339802), ('Explosion', 0.38435763), ('Fighting', 0.34080085), ('Shooting', 0.33797646), ('Stealing', 0.3291399), ('Abuse', 0.3250608), ('Arrest', 0.31829208), ('Assault', 0.29872322)]
RoadAccidents109_x264: [('Vandalism', 0.4518004), ('Road Accidents', 0.44709042), ('Burglary', 0.43701845), ('Shoplifting', 0.43145016), ('Arson', 0.40873218), ('Normal Videos', 0.37102583), ('Robbery', 0.36632204), ('Explosion', 0.34417373), ('Shooting', 0.30991673), ('Fighting', 0.30754453), ('Abuse', 0.30010626), ('Arrest', 0.29571313), ('Assault', 0.2874481), ('Stealing', 0.28725144)]
RoadAccidents062_x264: [('Road Accidents', 0.46539587), ('Burglary', 0.45905206), ('Vandalism', 0.45828187), ('Shoplifting', 0.45219582), ('Normal Videos', 0.44151577), ('Arson', 0.439494), ('Robbery', 0.4115502), ('Explosion', 0.386619), ('Fighting', 0.3782945), ('Shooting', 0.3752916), ('Abuse', 0.36501715), ('Stealing', 0.36255762), ('Arrest', 0.3493806), ('Assault', 0.34150013)]
RoadAccidents009_x264: [('Burglary', 0.5506755), ('Road Accidents', 0.5421942), ('Vandalism', 0.5333752), ('Arson', 0.51119274), ('Shoplifting', 0.49602592), ('Normal Videos', 0.46769398), ('Robbery', 0.46134704), ('Explosion', 0.44597298), ('Fighting', 0.42356166), ('Shooting', 0.41215557), ('Abuse', 0.39937362), ('Arrest', 0.39415717), ('Stealing', 0.3911221), ('Assault', 0.39028)]
RoadAccidents151_x264: [('Road Accidents', 0.67799175), ('Vandalism', 0.65630263), ('Burglary', 0.63381237), ('Normal Videos', 0.61339575), ('Shoplifting', 0.6022478), ('Arson', 0.60155135), ('Robbery', 0.58606297), ('Explosion', 0.5734629), ('Shooting', 0.5712629), ('Fighting', 0.5706768), ('Abuse', 0.5588473), ('Arrest', 0.54427797), ('Stealing', 0.54229987), ('Assault', 0.5380891)]
RoadAccidents136_x264: [('Road Accidents', 0.6343929), ('Vandalism', 0.6323473), ('Burglary', 0.6267014), ('Normal Videos', 0.59885895), ('Arson', 0.58827513), ('Explosion', 0.5754429), ('Shoplifting', 0.5743661), ('Robbery', 0.5616763), ('Shooting', 0.5440217), ('Fighting', 0.54040784), ('Abuse', 0.53630614), ('Stealing', 0.5230795), ('Assault', 0.5177076), ('Arrest', 0.5157362)]
RoadAccidents015_x264: [('Vandalism', 0.5446066), ('Shoplifting', 0.51658434), ('Burglary', 0.5108098), ('Road Accidents', 0.5068911), ('Arson', 0.4575803), ('Robbery', 0.45058626), ('Normal Videos', 0.4448598), ('Explosion', 0.4051825), ('Fighting', 0.37729785), ('Abuse', 0.37348256), ('Stealing', 0.3675804), ('Shooting', 0.36608562), ('Arrest', 0.3491927), ('Assault', 0.33607903)]
RoadAccidents014_x264: [('Road Accidents', 0.4358292), ('Vandalism', 0.43569368), ('Shoplifting', 0.42259684), ('Burglary', 0.41752923), ('Arson', 0.39418638), ('Normal Videos', 0.36579794), ('Robbery', 0.34740752), ('Explosion', 0.32548887), ('Fighting', 0.29770032), ('Shooting', 0.29592073), ('Abuse', 0.2878863), ('Stealing', 0.27594987), ('Arrest', 0.26062378), ('Assault', 0.26020274)]
RoadAccidents081_x264: [('Road Accidents', 0.6840015), ('Burglary', 0.6754163), ('Vandalism', 0.6676824), ('Arson', 0.6452737), ('Explosion', 0.6245055), ('Normal Videos', 0.62143236), ('Robbery', 0.60844433), ('Shooting', 0.5977797), ('Shoplifting', 0.5956979), ('Fighting', 0.59500664), ('Abuse', 0.57925093), ('Arrest', 0.5694391), ('Assault', 0.5658514), ('Stealing', 0.5618543)]
RoadAccidents093_x264: [('Road Accidents', 0.64113563), ('Vandalism', 0.62024444), ('Burglary', 0.6059355), ('Normal Videos', 0.5798178), ('Shoplifting', 0.57961166), ('Arson', 0.5744514), ('Explosion', 0.5568155), ('Robbery', 0.55256605), ('Fighting', 0.5389868), ('Abuse', 0.5302576), ('Shooting', 0.52879024), ('Stealing', 0.5104097), ('Arrest', 0.5069467), ('Assault', 0.5064932)]
RoadAccidents067_x264: [('Vandalism', 0.5343248), ('Burglary', 0.5302558), ('Road Accidents', 0.51594687), ('Shoplifting', 0.49526185), ('Arson', 0.4710855), ('Normal Videos', 0.46939233), ('Robbery', 0.46261513), ('Explosion', 0.4315435), ('Shooting', 0.40270734), ('Fighting', 0.3978421), ('Abuse', 0.3855425), ('Stealing', 0.37948227), ('Arrest', 0.37855828), ('Assault', 0.36760604)]
RoadAccidents066_x264: [('Road Accidents', 0.5152007), ('Vandalism', 0.4962813), ('Burglary', 0.49028102), ('Arson', 0.46417403), ('Explosion', 0.43451628), ('Shoplifting', 0.42926753), ('Normal Videos', 0.41562206), ('Robbery', 0.39925027), ('Fighting', 0.38959306), ('Shooting', 0.38211048), ('Abuse', 0.3805846), ('Arrest', 0.3748622), ('Assault', 0.3734499), ('Stealing', 0.35643035)]
RoadAccidents052_x264: [('Burglary', 0.74355537), ('Road Accidents', 0.73463476), ('Vandalism', 0.7120192), ('Explosion', 0.6806437), ('Arson', 0.674463), ('Normal Videos', 0.67438376), ('Fighting', 0.64072883), ('Robbery', 0.6365309), ('Abuse', 0.628596), ('Shooting', 0.6278709), ('Shoplifting', 0.6208566), ('Assault', 0.6178019), ('Arrest', 0.61409295), ('Stealing', 0.61048865)]
RoadAccidents059_x264: [('Road Accidents', 0.6633303), ('Burglary', 0.63466674), ('Vandalism', 0.62035584), ('Normal Videos', 0.6112846), ('Arson', 0.6026077), ('Explosion', 0.60213643), ('Fighting', 0.5856919), ('Shooting', 0.5771955), ('Abuse', 0.56177217), ('Robbery', 0.55935985), ('Assault', 0.5571186), ('Shoplifting', 0.55385375), ('Arrest', 0.55108845), ('Stealing', 0.5416325)]
RoadAccidents105_x264: [('Vandalism', 0.42281863), ('Shoplifting', 0.41863504), ('Road Accidents', 0.3860834), ('Burglary', 0.3817217), ('Arson', 0.36395693), ('Robbery', 0.32746106), ('Normal Videos', 0.3239823), ('Explosion', 0.2737254), ('Fighting', 0.25023344), ('Abuse', 0.24606815), ('Shooting', 0.2454022), ('Stealing', 0.23682645), ('Arrest', 0.22018576), ('Assault', 0.21293674)]
RoadAccidents038_x264: [('Vandalism', 0.6388004), ('Burglary', 0.62038946), ('Road Accidents', 0.61352897), ('Normal Videos', 0.5867176), ('Shoplifting', 0.5766338), ('Arson', 0.567187), ('Robbery', 0.5434706), ('Explosion', 0.5400516), ('Shooting', 0.5109618), ('Fighting', 0.5100367), ('Abuse', 0.49414054), ('Stealing', 0.48747155), ('Arrest', 0.48480338), ('Assault', 0.4785394)]
RoadAccidents040_x264: [('Road Accidents', 0.64144653), ('Normal Videos', 0.6110993), ('Vandalism', 0.60572416), ('Arson', 0.5992198), ('Burglary', 0.5915311), ('Explosion', 0.5790382), ('Fighting', 0.5744129), ('Shooting', 0.5718805), ('Robbery', 0.5651274), ('Shoplifting', 0.5614019), ('Abuse', 0.5596524), ('Stealing', 0.5510808), ('Arrest', 0.54079074), ('Assault', 0.5398369)]
RoadAccidents101_x264: [('Road Accidents', 0.80349845), ('Burglary', 0.77726704), ('Vandalism', 0.77279323), ('Explosion', 0.7405087), ('Arson', 0.7366207), ('Normal Videos', 0.73017156), ('Shooting', 0.7113981), ('Fighting', 0.70638245), ('Abuse', 0.7038301), ('Robbery', 0.7016792), ('Assault', 0.69220054), ('Arrest', 0.6891838), ('Stealing', 0.6806047), ('Shoplifting', 0.6787424)]
RoadAccidents089_x264: [('Vandalism', 0.5990473), ('Road Accidents', 0.59135073), ('Burglary', 0.5751563), ('Shoplifting', 0.56290436), ('Normal Videos', 0.53712386), ('Arson', 0.53497124), ('Robbery', 0.51114345), ('Explosion', 0.49725536), ('Fighting', 0.46046305), ('Shooting', 0.4587624), ('Abuse', 0.45738465), ('Stealing', 0.44107836), ('Arrest', 0.4361878), ('Assault', 0.4325571)]
RoadAccidents082_x264: [('Vandalism', 0.544514), ('Road Accidents', 0.54208285), ('Burglary', 0.52922726), ('Shoplifting', 0.5174482), ('Arson', 0.48076782), ('Normal Videos', 0.4552887), ('Robbery', 0.45463008), ('Explosion', 0.41500062), ('Abuse', 0.38736916), ('Shooting', 0.3850695), ('Fighting', 0.38445747), ('Stealing', 0.3703301), ('Arrest', 0.35613966), ('Assault', 0.35363674)]
RoadAccidents037_x264: [('Road Accidents', 0.64292186), ('Burglary', 0.6416536), ('Vandalism', 0.6278617), ('Arson', 0.59736276), ('Normal Videos', 0.595888), ('Explosion', 0.57045263), ('Robbery', 0.5662051), ('Shoplifting', 0.5580696), ('Fighting', 0.5499553), ('Shooting', 0.5471127), ('Abuse', 0.54092467), ('Assault', 0.5310632), ('Arrest', 0.52796876), ('Stealing', 0.520538)]
RoadAccidents145_x264: [('Road Accidents', 0.78587806), ('Normal Videos', 0.7494105), ('Burglary', 0.74868363), ('Vandalism', 0.739146), ('Explosion', 0.73425066), ('Arson', 0.71392035), ('Shooting', 0.70534676), ('Fighting', 0.70254004), ('Abuse', 0.69748116), ('Assault', 0.6897852), ('Arrest', 0.68652475), ('Robbery', 0.67120725), ('Stealing', 0.6699724), ('Shoplifting', 0.6439538)]
RoadAccidents142_x264: [('Road Accidents', 0.65072143), ('Vandalism', 0.646602), ('Burglary', 0.6235225), ('Arson', 0.59357345), ('Explosion', 0.58713377), ('Normal Videos', 0.57074916), ('Abuse', 0.5675439), ('Assault', 0.56610525), ('Fighting', 0.5651296), ('Shooting', 0.56315196), ('Arrest', 0.56263477), ('Robbery', 0.5588874), ('Shoplifting', 0.5409561), ('Stealing', 0.53621805)]
